brand,year,mileage,engine_size,price
Chevrolet,2011,93614,3.5,10423
Volkswagen,2022,142232,3.6,30160
Ford,2012,115840,2.8,17082
Mazda,2023,32682,3.5,17063
Toyota,2020,132776,2.6,37628
BMW,2018,110446,1.5,42783
Chevrolet,2023,101401,3.1,41281
Kia,2016,145398,3.3,40219
Chevrolet,2012,90065,1.7,25084
Volkswagen,2014,29527,3.5,12594
Mazda,2012,106019,1.6,43276
Kia,2019,46313,2.5,44379
BMW,2013,26777,2.7,7767
Kia,2021,67382,1.5,31443
Ford,2017,41499,1.6,28649
Nissan,2023,20390,2.6,40112
Nissan,2012,62853,2.2,29233
BMW,2012,22921,3.5,16368
Mazda,2020,37945,2.5,18890
Nissan,2020,8243,1.7,19312
Honda,2017,139738,1.8,12644
Volkswagen,2019,24411,3.2,20099
BMW,2022,88940,3.9,21466
BMW,2019,28586,3.7,21916
Toyota,2016,85168,1.7,10835
Toyota,2016,72510,1.4,30046
Ford,2019,63862,1.5,31267
Ford,2011,6258,2.8,11846
Toyota,2021,110356,2.7,16199
Nissan,2016,24494,1.4,20158
Hyundai,2019,47202,1.5,16787
BMW,2020,149600,4.0,33545
Honda,2019,89673,3.9,44866
BMW,2012,122363,1.7,26771
Chevrolet,2023,133839,1.8,31342
Mazda,2016,85544,3.7,33537
Volkswagen,2022,82400,2.7,11392
Hyundai,2013,136028,3.9,15621
Honda,2022,103723,2.8,30937
Chevrolet,2017,112148,2.9,7693
Ford,2017,65589,2.0,19087
Honda,2015,83637,3.7,32790
Toyota,2022,132088,3.5,11662
BMW,2021,21238,2.3,18532
Honda,2012,16179,3.0,19393
Mazda,2015,35793,2.3,38688
Kia,2015,13004,2.6,28996
Ford,2012,119462,3.6,29799
Volkswagen,2020,26116,2.5,24992
Volkswagen,2013,129439,3.6,43546
Honda,2011,91047,3.9,23678
Kia,2010,118917,2.5,21907
BMW,2011,36856,3.7,36714
Chevrolet,2016,7488,2.2,44063
Hyundai,2019,88432,1.4,28328
BMW,2014,76152,1.6,21803
Chevrolet,2018,121331,3.3,5131
Hyundai,2012,37791,1.7,28985
Kia,2011,105641,3.8,11261
Hyundai,2013,36027,3.7,25999
BMW,2011,148663,2.7,9742
Mazda,2020,9726,2.9,8943
Honda,2016,9133,3.2,18720
Chevrolet,2019,71280,3.3,38711
Mazda,2015,68044,2.7,36310
Chevrolet,2017,91097,2.2,10777
Honda,2022,95105,3.8,42130
Nissan,2014,142012,1.5,10341
Hyundai,2011,28196,2.3,26916
Kia,2022,11217,3.1,7646
Nissan,2013,24433,3.7,35974
Nissan,2010,15934,1.6,9562
Volkswagen,2011,59377,3.1,7565
Toyota,2013,31198,2.7,42096
BMW,2015,49357,3.2,26518
Mazda,2013,52787,2.2,24996
Mazda,2013,90275,3.2,31853
Mazda,2023,46113,1.9,27742
Mazda,2020,147165,3.4,7188
BMW,2019,130182,3.3,10587
Nissan,2019,28792,3.9,38862
BMW,2011,112112,1.9,9920
Mazda,2018,77381,3.3,14215
Toyota,2021,142882,2.2,31290
Ford,2019,40225,2.1,23556
Honda,2017,31187,2.4,32988
Mazda,2017,140313,2.1,30456
Kia,2014,15729,2.0,12424
Ford,2012,17549,3.4,28504
BMW,2015,43013,3.2,6186
Kia,2023,29347,1.7,18603
Kia,2018,69772,2.9,8597
Chevrolet,2017,45378,2.3,13375
Kia,2016,6998,3.9,5907
Mazda,2023,117172,2.5,10734
Chevrolet,2020,119100,1.5,33156
Volkswagen,2017,120400,2.3,9237
Nissan,2013,32737,2.2,26013
Kia,2015,43514,1.4,22008
Toyota,2023,128549,2.7,35748
Honda,2014,55232,3.8,37199
Kia,2021,99766,3.5,11493
Volkswagen,2011,15461,3.2,40514
Hyundai,2017,87394,2.3,24285
BMW,2012,14323,2.0,26006
BMW,2023,42040,2.3,21494
Volkswagen,2014,144750,1.7,10720
Hyundai,2017,90028,1.7,17108
BMW,2020,97734,2.9,43982
BMW,2018,95896,3.5,13304
BMW,2022,90793,1.7,15705
Volkswagen,2018,81699,2.3,43283
Nissan,2023,109835,1.7,38596
Honda,2014,89321,2.2,30156
Volkswagen,2011,122004,3.6,44154
Hyundai,2016,127297,1.5,13647
Kia,2020,22585,3.1,7979
Nissan,2020,100781,1.6,23614
Nissan,2016,120318,2.5,10444
Kia,2021,122273,2.6,35037
Toyota,2022,11968,2.4,36730
Chevrolet,2017,72249,3.1,35098
Honda,2017,145312,3.9,21033
Honda,2014,41119,2.1,32589
Toyota,2010,111397,3.0,16002
Chevrolet,2022,18100,2.3,24069
Honda,2020,47794,4.0,30208
Hyundai,2022,109519,3.9,20440
Ford,2013,53121,1.6,26909
Ford,2013,14143,3.9,41376
Honda,2020,64376,3.3,26505
Mazda,2012,88144,4.0,14550
Honda,2017,111528,3.4,36765
Kia,2012,87016,1.7,7541
Kia,2022,135604,3.4,17453
Chevrolet,2014,83737,3.3,13308
BMW,2011,73677,1.8,7390
Nissan,2015,134940,3.4,39369
Hyundai,2015,97889,3.2,5288
Toyota,2017,82006,4.0,29913
Honda,2017,100133,3.0,12302
BMW,2010,35090,2.5,33986
BMW,2014,30476,3.9,12895
Hyundai,2011,69004,3.0,42367
Toyota,2019,79469,2.3,39058
Kia,2021,125119,1.5,28936
Volkswagen,2014,130494,3.4,26624
Hyundai,2019,80650,1.7,7036
BMW,2021,48657,3.8,42120
Ford,2018,128270,3.9,30370
Honda,2013,104262,2.0,13438
Chevrolet,2017,124358,1.7,30160
Ford,2010,139553,2.9,29395
BMW,2017,67841,2.0,28408
Nissan,2015,12931,2.8,10062
Mazda,2017,111951,2.5,29313
Toyota,2015,59694,3.5,23360
Kia,2020,13635,4.0,8663
Honda,2012,50252,2.6,23887
Chevrolet,2021,74017,3.2,15991
Volkswagen,2020,71953,2.3,33421
Kia,2017,92776,3.6,35051
Honda,2014,78212,1.5,12278
Volkswagen,2021,77547,2.7,44515
Chevrolet,2019,59565,1.9,19626
BMW,2014,60153,1.9,44197
Mazda,2021,120095,2.8,5755
Ford,2016,104281,2.2,7056
Ford,2015,53561,2.6,40884
BMW,2018,92473,2.2,20424
Kia,2016,128022,2.6,19672
BMW,2012,134552,2.1,37383
BMW,2020,28836,3.5,18589
Honda,2020,65420,2.9,34705
Honda,2021,13911,1.8,24801
Chevrolet,2014,96216,1.4,18709
Mazda,2018,78080,1.4,24672
Honda,2020,27289,2.5,8566
Chevrolet,2022,36346,2.2,31250
Nissan,2019,30644,2.1,26906
BMW,2023,33279,3.0,36978
BMW,2011,100446,3.5,26810
Kia,2010,53638,1.6,27810
Nissan,2020,118917,1.7,15747
Kia,2017,39341,2.4,7197
Volkswagen,2017,124660,2.5,40805
Chevrolet,2011,123481,2.4,29338
Chevrolet,2023,105957,3.1,35143
BMW,2022,39979,1.6,41102
Hyundai,2017,130576,2.7,27405
Volkswagen,2014,111626,3.5,29200
Chevrolet,2011,70109,3.8,24345
Honda,2016,114239,2.9,41549
BMW,2016,74356,1.8,44228
Kia,2012,78226,3.3,31797
Nissan,2023,108658,3.5,38012
Kia,2010,140298,1.9,29917
Ford,2020,95808,3.2,42342
Hyundai,2013,112533,3.8,10020
Chevrolet,2011,123525,3.3,24540
Mazda,2013,102571,2.5,17340
Toyota,2017,93601,2.6,40900
Hyundai,2011,73160,1.6,34346
BMW,2010,10505,2.8,25903
Chevrolet,2020,149453,3.5,27507
Nissan,2023,12549,3.9,18393
Chevrolet,2012,56149,2.4,42434
Toyota,2019,146275,2.5,5768
Nissan,2016,148000,1.5,14714
Kia,2022,18457,3.4,24627
Nissan,2021,130293,3.3,11201
Hyundai,2015,127465,2.4,29456
Kia,2015,29587,3.2,10912
Chevrolet,2016,64354,3.0,18221
BMW,2017,106911,3.4,9581
Volkswagen,2012,30312,2.2,9102
BMW,2012,71045,3.1,30005
Chevrolet,2019,112764,3.0,14551
Toyota,2022,142166,1.6,7677
Volkswagen,2017,82994,2.1,25412
Chevrolet,2021,43513,3.6,16264
Mazda,2022,75446,1.8,16667
Hyundai,2023,11572,2.4,12920
Mazda,2022,145153,2.0,16994
Kia,2016,89872,1.8,35500
Ford,2019,45378,1.8,26911
Chevrolet,2014,67189,2.3,23032
Honda,2013,31084,3.5,33554
Honda,2015,102240,3.9,39677
Nissan,2018,65681,2.9,36382
BMW,2015,27418,3.1,12133
BMW,2017,79860,3.4,11268
BMW,2010,87168,3.1,40658
Mazda,2021,144075,3.6,29235
Hyundai,2023,67468,3.7,20257
Chevrolet,2015,73211,3.0,14399
Toyota,2023,80012,2.8,8603
Nissan,2023,24259,2.4,26536
Kia,2011,54179,2.6,37174
Volkswagen,2012,85099,2.3,14717
Kia,2015,66980,2.5,41652
Chevrolet,2011,90170,3.7,13876
Ford,2013,74283,3.9,30296
BMW,2015,56871,2.3,6803
Volkswagen,2014,25287,2.0,15551
Mazda,2015,30887,1.6,17610
Chevrolet,2015,133493,3.6,44829
Ford,2017,129370,3.7,27437
Mazda,2018,22802,2.6,31338
Ford,2014,78135,2.8,32499
BMW,2015,14650,3.3,41442
Mazda,2015,110646,2.4,28056
Hyundai,2015,48527,1.9,40043
Honda,2011,47297,1.7,37990
Kia,2013,34185,2.0,27122
Hyundai,2010,122769,3.1,20756
Volkswagen,2023,136418,2.3,41060
Nissan,2021,48418,3.7,36571
Honda,2010,14612,1.6,6328
Hyundai,2010,90002,2.5,20590
Chevrolet,2016,137703,2.1,13000
Ford,2010,62211,3.7,5524
Volkswagen,2015,83105,3.5,9307
Chevrolet,2011,40472,4.0,20387
Honda,2015,92460,1.7,38069
Ford,2015,123123,3.4,7696
Volkswagen,2021,85379,1.7,27973
Nissan,2020,100554,1.8,33460
Honda,2012,13057,1.5,11659
Volkswagen,2017,23883,2.6,10516
Hyundai,2020,65014,1.7,20411
Volkswagen,2013,113269,2.3,31432
Honda,2022,40013,2.1,23304
BMW,2016,138536,3.9,25841
Hyundai,2013,79111,3.1,16440
Chevrolet,2010,117839,2.5,21914
Honda,2015,51825,3.7,21893
BMW,2014,99035,1.6,36923
Toyota,2018,6521,2.3,12590
Nissan,2023,22363,2.7,16453
BMW,2023,85938,1.5,29300
Toyota,2018,127159,1.8,33318
Kia,2021,147534,3.7,7134
Ford,2020,78109,1.9,26099
BMW,2022,59698,3.8,41859
Mazda,2017,124511,1.6,5311
Nissan,2016,101783,3.7,39625
BMW,2023,103829,2.6,27849
Toyota,2011,121774,2.9,13485
Mazda,2023,146419,2.1,38648
Nissan,2017,11099,2.1,38372
Mazda,2012,80104,2.7,8047
Hyundai,2015,9406,2.3,17841
Toyota,2019,107439,1.6,44563
Volkswagen,2016,140948,2.3,12269
Hyundai,2021,95692,2.1,13510
Nissan,2015,101442,3.6,7924
Nissan,2014,107829,3.6,20277
Honda,2013,117631,1.8,25968
Toyota,2011,49895,3.3,20242
Kia,2018,48760,2.6,5263
Kia,2023,51306,3.7,7932
Nissan,2016,80179,2.1,13877
Kia,2016,81554,1.6,6283
Ford,2013,140285,3.5,25817
Honda,2023,146116,3.7,17359
Nissan,2014,136015,3.6,13317
Kia,2015,49425,2.3,41020
Toyota,2021,27590,1.5,40332
BMW,2020,48403,1.8,40874
Volkswagen,2021,31628,3.8,33015
Hyundai,2011,94421,2.3,6978
Hyundai,2013,110763,3.7,16073
Ford,2022,138264,4.0,13867
Mazda,2013,89629,2.4,19363
Toyota,2021,129062,3.4,12126
Mazda,2022,35617,1.8,9552
Honda,2013,112454,2.4,31093
Volkswagen,2016,15250,3.2,17488
Honda,2022,37836,1.9,18892
Nissan,2016,117319,2.2,42661
Toyota,2016,72173,2.9,39743
Nissan,2016,132939,3.2,43459
Chevrolet,2011,111761,2.3,17108
Kia,2014,11251,2.4,41905
Hyundai,2019,106429,1.7,34800
BMW,2011,61246,4.0,8944
Nissan,2014,91966,3.0,44061
Mazda,2021,142536,2.8,33611
Chevrolet,2015,72344,1.9,32976
Hyundai,2012,146353,2.7,43961
Nissan,2015,55106,2.6,37446
Chevrolet,2014,126720,2.1,27191
Chevrolet,2013,99840,2.6,39230
Toyota,2019,110293,1.9,44459
Honda,2018,13998,3.2,24402
Chevrolet,2020,111083,3.8,40612
Ford,2023,47866,1.4,20843
Honda,2017,118384,2.8,11753
Hyundai,2021,27969,3.3,28726
Hyundai,2016,105980,3.8,11776
Hyundai,2020,123259,2.3,27577
Hyundai,2010,36107,3.8,14736
Ford,2018,139831,3.5,12755
Nissan,2018,19789,2.8,40261
Volkswagen,2015,18214,2.1,18828
Chevrolet,2016,75657,3.1,8317
Hyundai,2022,34482,2.1,24954
Honda,2012,79536,2.3,9610
Honda,2014,53187,2.6,43542
Chevrolet,2016,36087,2.7,21978
Nissan,2010,5941,1.9,17901
BMW,2021,124340,3.2,12370
BMW,2010,137393,4.0,17685
Volkswagen,2014,50972,2.0,5003
Nissan,2018,91658,2.8,23311
Chevrolet,2016,44361,2.6,30250
BMW,2010,46354,2.2,42187
BMW,2022,71327,2.5,8619
BMW,2022,52191,3.3,40917
Mazda,2021,60828,2.5,42547
Ford,2014,15136,2.7,37319
Chevrolet,2017,71279,2.6,16970
Kia,2017,77060,2.8,43392
Toyota,2021,44342,2.2,18331
Toyota,2011,86851,2.7,25295
Nissan,2016,37961,1.8,8256
Chevrolet,2019,111198,3.3,11198
Chevrolet,2014,74810,1.7,18069
Toyota,2018,34838,3.4,29192
Volkswagen,2012,19332,3.5,38107
Toyota,2010,68001,1.4,27541
Chevrolet,2022,95329,3.6,38842
BMW,2013,124771,3.1,28899
Volkswagen,2016,85954,1.7,23278
Hyundai,2010,53473,4.0,44916
Kia,2011,16682,3.0,9153
Mazda,2023,48775,2.4,39682
Ford,2014,61941,3.7,41616
Hyundai,2018,17115,1.5,32478
Honda,2023,55937,3.3,42327
Toyota,2010,50132,1.8,15799
Kia,2021,17025,2.8,36130
Toyota,2013,100439,1.6,12783
Toyota,2021,63526,3.2,42575
Hyundai,2023,73832,2.6,18211
BMW,2012,61108,1.4,37183
BMW,2023,141757,1.6,24105
Mazda,2014,11647,3.2,44926
Volkswagen,2014,35145,2.4,44959
Toyota,2019,108894,3.1,41937
Nissan,2011,103702,2.4,16047
BMW,2014,121839,2.3,38018
Chevrolet,2018,10430,3.6,28876
Kia,2014,139952,3.6,23498
Nissan,2020,70662,3.8,43112
Hyundai,2019,121775,3.5,11707
Hyundai,2011,65487,1.7,16046
Mazda,2016,44793,1.6,43470
Mazda,2015,118584,1.6,5492
Volkswagen,2016,115549,3.9,38790
Chevrolet,2017,62590,2.7,12252
Kia,2019,76461,1.7,16638
Chevrolet,2014,57470,2.8,42505
Honda,2011,68616,3.2,20809
Mazda,2016,105361,1.6,31062
Volkswagen,2016,141407,2.3,11414
Ford,2017,73525,1.9,32578
Toyota,2016,110879,3.9,12441
Toyota,2019,98709,2.2,12236
Ford,2016,76257,3.2,8417
BMW,2023,7728,3.8,7125
Chevrolet,2022,88511,3.6,29708
Ford,2018,27167,2.4,10543
Volkswagen,2017,78711,2.2,30962
Kia,2011,131218,3.5,28303
Ford,2011,77437,1.9,17037
Volkswagen,2016,81426,3.3,33867
Mazda,2019,81851,3.6,44650
Nissan,2020,85962,3.6,40768
Hyundai,2022,40065,1.4,39650
Hyundai,2019,125138,2.7,8243
Honda,2012,85286,2.3,24050
Chevrolet,2010,28674,3.9,10700
Kia,2018,124632,2.8,33298
Nissan,2023,31085,2.5,11909
Nissan,2023,43086,2.0,9138
Mazda,2023,119700,3.6,12458
Ford,2012,68493,2.2,33036
Chevrolet,2010,53248,3.5,15980
Toyota,2015,31156,3.7,32762
Nissan,2013,105355,1.6,17644
Volkswagen,2023,139948,2.7,25633
Toyota,2010,76963,2.5,21736
Honda,2013,53119,2.4,43038
Ford,2017,106044,2.4,42855
Ford,2020,105092,2.8,14096
Kia,2016,121640,1.7,14487
Nissan,2021,81432,3.7,6963
Mazda,2010,83451,2.9,21923
BMW,2019,90340,2.3,44318
BMW,2021,24411,2.0,6675
Hyundai,2018,139173,3.0,30608
Volkswagen,2015,33536,3.4,15571
Toyota,2011,8588,2.5,41498
Honda,2012,92657,4.0,31275
Hyundai,2016,137489,2.8,37076
Ford,2012,25293,3.9,44783
Toyota,2022,58897,3.9,22976
Chevrolet,2012,49649,3.0,29376
Nissan,2014,40540,2.9,42483
Honda,2012,67251,1.7,13332
Chevrolet,2012,124863,3.8,10306
Mazda,2020,40017,3.5,34607
Nissan,2014,119383,2.7,33388
Toyota,2023,25242,2.2,34778
Nissan,2014,121313,3.6,26845
Hyundai,2021,102544,2.2,13371
Kia,2018,105151,2.8,41496
Hyundai,2010,117457,1.9,15753
Mazda,2023,13770,3.5,15976
Volkswagen,2010,137208,3.4,24417
Chevrolet,2020,16602,2.2,14112
Hyundai,2023,106437,1.7,39011
Kia,2018,15466,1.9,6003
Volkswagen,2014,146485,3.0,22906
Hyundai,2013,137229,1.8,18675
Ford,2011,143524,2.2,19778
Kia,2021,31225,3.6,11178
Chevrolet,2018,45043,1.6,42216
Honda,2015,92333,2.9,17843
BMW,2018,141683,2.4,40556
Volkswagen,2014,136305,1.7,13910
Ford,2013,70567,2.7,36856
Honda,2016,96483,2.7,36208
Toyota,2014,13951,2.4,17884
Kia,2017,72330,1.5,43799
Ford,2017,67831,1.9,25470
Nissan,2022,33936,2.5,38768
Toyota,2011,20574,2.1,15938
Toyota,2022,103585,1.8,43707
Volkswagen,2014,140143,2.7,27971
Kia,2019,27362,2.4,11254
Ford,2017,52105,3.1,7824
Mazda,2012,46775,2.9,28323
Ford,2016,22854,1.8,9673
Hyundai,2012,133362,3.2,16988
Toyota,2015,73823,2.6,44775
Chevrolet,2011,51782,1.7,9373
Toyota,2015,27090,1.4,7594
Toyota,2015,32161,3.0,5424
BMW,2017,111265,3.0,5670
Nissan,2014,51300,3.5,26818
Mazda,2023,95666,3.4,40465
Honda,2010,49665,3.7,23279
Honda,2017,98254,2.2,26539
Nissan,2021,59645,2.5,27574
Toyota,2018,119946,1.6,30529
Honda,2010,47184,2.5,37491
Kia,2014,55817,2.0,33206
Mazda,2021,39633,3.5,10728
Honda,2015,53720,3.1,26735
Nissan,2013,71301,3.4,27037
Hyundai,2023,56857,2.9,16726
Honda,2020,10765,3.0,19126
Mazda,2011,85872,2.0,37891
Volkswagen,2014,35761,3.1,14962
Volkswagen,2023,42742,1.8,17687
Kia,2023,137455,2.1,31377
Ford,2013,20458,1.9,6187
Ford,2022,138507,3.9,5169
Honda,2016,34992,3.7,44897
Chevrolet,2015,62566,3.7,35814
Hyundai,2012,119358,3.9,19289
Nissan,2018,28700,3.0,26599
Hyundai,2023,108932,3.7,11566
Volkswagen,2013,32763,2.2,10111
Honda,2020,140937,2.4,20922
Mazda,2014,54602,2.6,31985
Nissan,2023,126727,1.6,35684
Hyundai,2012,24734,3.5,13255
Mazda,2017,7829,1.7,14635
Nissan,2020,6915,3.5,14126
Hyundai,2016,44980,3.8,38137
Kia,2020,14440,2.9,32914
Volkswagen,2020,140891,1.8,34920
Toyota,2016,78415,2.5,19901
Nissan,2017,95352,1.8,19464
Volkswagen,2016,37225,1.7,40540
BMW,2012,146406,3.4,42281
Chevrolet,2012,111860,2.4,9636
Honda,2011,100367,1.4,14922
BMW,2022,74656,1.5,18680
Mazda,2010,109780,3.5,9702
Nissan,2014,7961,3.0,22895
Honda,2021,83385,3.6,37382
Honda,2013,37545,2.1,33402
BMW,2022,56569,2.2,22244
BMW,2020,137688,3.0,17276
Toyota,2011,128915,3.1,12410
Hyundai,2010,79447,1.5,32508
Nissan,2023,30549,3.8,23520
Volkswagen,2023,77361,3.5,28084
Ford,2012,23230,1.7,27306
Nissan,2022,55618,1.4,19624
Nissan,2015,119676,3.4,26474
Nissan,2022,13882,3.7,9931
Honda,2011,86844,2.2,8185
Mazda,2019,122200,2.2,15481
Honda,2022,120933,2.7,25786
Mazda,2016,27500,3.2,43081
BMW,2020,86410,3.1,35660
Ford,2016,145405,3.4,10643
Honda,2020,58383,1.7,36640
Mazda,2012,71513,2.8,17695
Honda,2023,77258,2.7,24064
Chevrolet,2010,18217,3.9,20576
Honda,2018,91427,3.8,23091
Ford,2020,50272,3.4,25780
Ford,2014,88053,3.7,11188
Mazda,2011,66724,3.3,9729
Mazda,2017,42633,3.3,6297
BMW,2021,46528,2.0,20922
Ford,2019,14513,3.0,18715
Ford,2019,77901,3.8,20456
Toyota,2013,65922,3.4,29412
Nissan,2020,109936,3.0,5796
Kia,2019,105071,2.1,18502
Honda,2021,105378,3.2,16843
Hyundai,2016,55293,2.3,12539
BMW,2023,104381,1.6,33149
Nissan,2022,60272,2.0,43777
Kia,2014,13670,2.4,8989
Toyota,2022,32809,4.0,7680
Hyundai,2012,23069,3.4,13576
Mazda,2019,100447,2.1,11857
Ford,2017,123179,3.4,28207
Chevrolet,2011,104675,2.3,37030
BMW,2010,141531,3.0,41980
Volkswagen,2014,67289,3.4,36440
Ford,2020,32177,3.3,14988
Chevrolet,2013,8423,1.8,28269
Kia,2020,66001,3.5,34615
Mazda,2019,49940,3.8,21102
Hyundai,2016,141433,2.0,35834
Kia,2022,6401,2.3,37840
Ford,2018,71948,3.8,24762
Ford,2015,27814,4.0,5848
Hyundai,2020,8230,2.6,10942
Volkswagen,2010,110825,1.5,15153
Chevrolet,2017,109153,3.8,33240
Kia,2011,113998,1.5,18133
Mazda,2013,43824,2.3,29467
Ford,2012,124410,1.6,43134
Kia,2015,55416,2.7,26501
Volkswagen,2011,105563,1.5,7491
Kia,2014,76812,2.0,8186
Hyundai,2020,63876,2.6,18350
Mazda,2018,60572,1.6,14455
Toyota,2012,92304,2.6,27460
Hyundai,2011,93668,2.1,35614
Kia,2011,119266,2.1,41104
Toyota,2018,80111,3.8,17153
Ford,2015,78367,3.2,18490
Toyota,2011,73348,3.8,40568
Volkswagen,2012,28357,2.9,21287
Honda,2023,118234,3.8,9659
Volkswagen,2010,90321,3.6,15891
Hyundai,2011,42783,4.0,16073
Honda,2011,130985,2.7,26780
Hyundai,2020,56703,3.2,34194
BMW,2011,121839,1.8,28100
Mazda,2016,93557,3.8,38227
Nissan,2012,70923,2.4,32908
Ford,2022,69748,3.8,23801
Ford,2023,83728,1.7,39238
BMW,2020,122849,2.7,36135
Kia,2013,7380,1.4,8920
Chevrolet,2011,128256,2.5,19632
Hyundai,2014,99389,1.6,37675
Nissan,2023,5743,2.6,18389
Nissan,2018,45124,2.8,26384
Volkswagen,2021,149200,3.6,13701
Volkswagen,2018,123174,2.2,10456
Chevrolet,2016,50653,2.9,41011
Kia,2021,51072,1.6,12211
BMW,2017,127214,3.8,9011
Toyota,2022,46302,2.6,10007
Volkswagen,2023,82011,2.1,20553
Kia,2014,111452,2.6,16327
Mazda,2014,36898,2.7,12428
Ford,2021,108620,3.3,13294
Ford,2012,22889,3.9,31777
Kia,2015,147024,1.9,15909
Chevrolet,2010,50985,1.5,9993
BMW,2012,79106,3.1,28922
Nissan,2020,65139,3.7,27417
Chevrolet,2011,13897,2.9,25333
Kia,2016,23798,1.6,41462
BMW,2018,10656,2.5,35294
BMW,2013,17193,3.1,26262
Hyundai,2016,141219,2.3,26427
Honda,2017,131474,3.6,28413
Ford,2019,107748,2.0,9763
Kia,2011,149501,2.3,15562
Nissan,2016,88366,3.8,6154
Honda,2022,68628,2.9,41918
Mazda,2021,138474,1.4,44480
Volkswagen,2012,10642,2.0,44303
Hyundai,2017,88746,3.4,40490
Volkswagen,2015,12918,1.5,22789
Honda,2012,123535,4.0,26922
Honda,2017,119438,3.7,27666
Volkswagen,2020,26061,2.0,38143
Nissan,2022,121408,3.7,42272
Nissan,2012,25215,3.2,7679
Toyota,2018,125148,2.5,44756
Mazda,2020,118613,1.9,21924
Nissan,2012,61098,1.9,26791
Mazda,2010,73764,2.9,40033
Mazda,2022,98271,2.5,27999
Honda,2011,145515,2.9,32854
Mazda,2013,128816,2.3,18174
Hyundai,2022,44276,2.0,37498
Volkswagen,2020,36711,3.6,29325
Toyota,2011,44764,3.8,22295
Kia,2013,9844,3.2,22662
Chevrolet,2013,112181,1.8,27135
Toyota,2013,107539,1.6,11636
Hyundai,2010,29630,2.8,18439
Toyota,2018,90132,2.8,31247
Mazda,2019,106510,3.1,34130
Honda,2020,22025,3.8,25893
Chevrolet,2016,9839,3.1,28246
Nissan,2011,43937,3.8,39711
Honda,2012,118074,1.7,24912
Mazda,2022,51660,3.2,6102
Mazda,2017,120911,3.8,22596
Chevrolet,2016,38260,2.6,36339
Chevrolet,2013,101200,3.9,5109
Ford,2013,28206,2.8,20535
BMW,2018,60763,3.9,32620
BMW,2014,88059,3.3,14239
Honda,2023,11794,2.6,25693
Nissan,2022,122973,1.5,43737
Toyota,2020,46961,3.1,42448
Mazda,2014,90801,2.1,43620
Mazda,2016,16736,2.2,44263
Ford,2010,64395,1.5,5728
Honda,2012,85338,2.8,37525
Honda,2011,119946,2.2,28704
Volkswagen,2020,84757,4.0,10900
Chevrolet,2019,74385,3.3,35500
Nissan,2015,70285,2.3,6289
Chevrolet,2020,125862,2.2,8532
Nissan,2021,140688,3.3,16142
Hyundai,2015,95100,2.1,28437
Kia,2019,70659,2.6,30723
BMW,2010,72713,1.8,42863
BMW,2023,51811,2.1,27788
Nissan,2023,68387,1.7,35732
BMW,2015,138196,2.5,31614
Chevrolet,2019,106558,3.8,12195
Mazda,2011,72949,1.7,20986
Chevrolet,2020,11089,2.5,22830
Nissan,2013,10833,2.2,35484
Honda,2015,54308,2.3,10829
Chevrolet,2012,47083,3.4,5536
BMW,2012,120605,2.5,39889
Ford,2021,84674,3.1,31061
Volkswagen,2012,6702,3.9,37786
Mazda,2013,26773,3.0,17147
BMW,2018,148497,2.3,44967
Ford,2013,43575,2.4,40316
Nissan,2022,25098,3.2,44004
Hyundai,2013,77519,3.2,21988
Ford,2013,133699,2.4,40029
Kia,2016,7397,3.3,41416
Hyundai,2014,31770,2.8,17017
Toyota,2021,43222,3.9,26067
Mazda,2011,98737,3.8,19334
BMW,2016,54033,3.5,28107
Toyota,2012,70879,1.5,44696
Chevrolet,2020,83475,2.4,18492
Nissan,2010,20950,2.9,19575
Mazda,2018,101081,2.8,11546
Honda,2014,53787,3.4,15873
Hyundai,2019,93768,3.8,22377
Honda,2010,95150,3.4,23666
Toyota,2020,100551,2.0,5953
Ford,2010,111350,2.7,33989
Ford,2010,132943,2.4,22221
Nissan,2021,67926,3.4,28859
Toyota,2018,9986,3.7,11975
Volkswagen,2022,83485,2.1,24292
Mazda,2017,136307,2.7,37314
Hyundai,2020,144065,3.3,32754
Ford,2022,75760,1.5,32612
Ford,2022,70587,3.9,26377
Honda,2015,80108,3.5,18363
Honda,2019,13498,2.8,43353
BMW,2015,50066,3.4,19434
Chevrolet,2015,94529,3.6,29081
Volkswagen,2013,17485,2.7,8384
Honda,2014,74136,2.5,18937
Honda,2019,51264,3.6,30005
Mazda,2012,50606,3.6,39008
BMW,2012,41346,1.7,12139
Honda,2019,108865,3.8,36784
Hyundai,2016,120192,2.1,8960
Mazda,2014,128016,3.1,35457
Chevrolet,2017,58166,3.2,28156
Toyota,2014,44075,2.1,41342
Mazda,2021,83675,2.2,18435
Toyota,2013,108446,3.2,5714
Ford,2023,9806,1.9,25627
BMW,2012,34357,3.6,38376
Chevrolet,2021,63877,2.0,18961
BMW,2011,115137,2.3,18373
Chevrolet,2012,58155,2.1,44625
BMW,2016,63051,2.0,38815
Mazda,2017,129503,3.9,16048
BMW,2014,78147,2.1,14934
Kia,2020,132117,2.9,13167
Chevrolet,2010,81742,3.3,24287
Toyota,2012,102486,1.5,29304
Chevrolet,2013,137779,3.7,12844
Ford,2019,27290,1.8,8358
Hyundai,2022,89875,2.9,23174
Kia,2022,24311,3.1,12241
Nissan,2021,53175,3.0,15101
Chevrolet,2013,7720,3.3,19709
Honda,2021,40790,3.8,13149
