Income,Credit Score,Loan Amount,Decision
63455,721,44928,Approve
58018,734,126466,Reject
84219,739,100385,Reject
75991,693,111618,Reject
103616,752,89023,Approve
117438,627,145731,Reject
39486,770,112141,Reject
68862,676,30038,Reject
88870,774,125841,Reject
116694,648,87926,Reject
73856,685,122334,Reject
116055,653,125796,Reject
61379,617,23438,Reject
94729,626,55151,Reject
58378,671,56135,Reject
84353,733,26167,Approve
79996,802,33172,Approve
44031,820,119769,Reject
110072,721,71303,Approve
95982,704,121787,Reject
66683,849,102493,Reject
47618,668,50360,Reject
36587,670,86310,Reject
92790,749,80709,Approve
61480,786,85478,Approve
50527,774,108950,Reject
53569,716,106258,Reject
41151,845,67445,Reject
101094,795,109941,Reject
89174,631,56698,Reject
74739,810,47256,Approve
62954,708,106880,Reject
65303,696,120524,Reject
64700,600,54207,Reject
97568,781,140934,Reject
96788,773,149183,Reject
101045,768,125728,Reject
67842,847,94441,Approve
43900,707,125004,Reject
110059,713,45151,Approve
31881,640,108259,Reject
63037,607,74236,Reject
31630,759,58278,Reject
50789,629,96709,Reject
118059,645,69221,Reject
113494,819,130260,Reject
76151,704,98666,Approve
78920,779,67350,Approve
97231,695,46952,Reject
110357,816,145085,Reject
33262,825,143797,Reject
96981,660,30937,Reject
111972,824,61702,Approve
105485,740,59496,Approve
84722,688,106070,Reject
119499,833,137221,Reject
80818,767,43794,Approve
59932,830,144717,Reject
36901,725,78720,Reject
38597,660,44985,Reject
93909,719,39391,Approve
102391,771,77295,Approve
114214,840,113064,Reject
38263,789,92406,Reject
93293,720,107054,Reject
55805,771,122546,Reject
41874,647,41993,Reject
116402,801,62639,Approve
44079,658,49720,Reject
79850,784,109698,Reject
102779,822,29906,Approve
39018,835,83820,Reject
79500,610,103117,Reject
42100,624,83238,Reject
87021,788,71489,Approve
49800,645,116825,Reject
93400,653,101741,Reject
59437,843,149814,Reject
106537,836,126390,Reject
76675,633,96944,Reject
49942,683,113068,Reject
50862,734,23193,Approve
41669,824,60986,Reject
83772,661,80481,Reject
45916,656,25220,Reject
40878,826,39357,Reject
32985,692,59299,Reject
103648,715,39549,Approve
71235,675,37474,Reject
48931,732,77593,Reject
30336,675,20141,Reject
72933,820,102186,Reject
114899,762,126023,Reject
75536,811,40694,Approve
99504,636,126984,Reject
81148,787,126991,Reject
46279,792,36863,Reject
98665,743,22690,Approve
101386,629,134153,Reject
116124,800,65056,Approve
107485,641,80424,Reject
104055,660,140687,Reject
107273,801,41320,Approve
96670,804,87963,Approve
106474,647,45419,Reject
84028,789,60832,Approve
101128,683,55983,Reject
48108,692,42365,Reject
82495,791,23911,Approve
112806,784,105997,Reject
106533,667,137037,Reject
86830,645,20649,Reject
104640,712,74688,Approve
82509,627,46469,Reject
96406,828,137544,Reject
69519,676,113362,Reject
79649,720,148277,Reject
64524,602,101039,Reject
63885,636,63346,Reject
74369,775,107498,Reject
60676,746,136413,Reject
94093,691,60884,Reject
77764,682,119658,Reject
80799,616,37677,Reject
109414,809,80390,Approve
102307,809,105178,Reject
112062,720,88249,Approve
61923,686,82635,Reject
108388,639,94131,Reject
77574,777,99315,Approve
73391,672,83734,Reject
83664,628,32164,Reject
97384,778,73184,Approve
61027,641,87082,Reject
65464,628,55374,Reject
64485,665,137513,Reject
49456,723,111964,Reject
104795,744,122510,Reject
65554,848,117243,Reject
76922,719,110924,Reject
43409,708,121678,Reject
99327,758,111041,Reject
66639,691,98709,Reject
93627,834,49580,Approve
113424,711,114187,Reject
49692,651,76792,Reject
119037,766,43318,Approve
108840,659,34627,Reject
84200,693,91614,Reject
87415,826,56091,Approve
48074,839,93902,Reject
45549,778,34444,Reject
59963,811,59873,Approve
82265,743,37747,Approve
46061,697,113007,Reject
88226,613,29229,Reject
58810,817,133332,Reject
90006,811,125793,Reject
52800,769,101840,Reject
105476,650,109871,Reject
99460,623,137699,Reject
87767,706,87626,Approve
58054,809,77804,Approve
105319,770,68229,Approve
75397,672,52368,Reject
43233,746,30944,Reject
55068,683,51752,Reject
95727,660,52916,Reject
100453,705,40817,Approve
55832,693,90634,Reject
116242,662,132863,Reject
43682,753,21133,Reject
53383,694,135041,Reject
88160,634,127603,Reject
53666,666,145482,Reject
88817,655,136801,Reject
64642,639,76707,Reject
71830,756,48670,Approve
40234,733,75162,Reject
87616,779,67724,Approve
39221,728,72837,Reject
41410,779,55974,Reject
110055,623,21109,Reject
91413,701,48755,Approve
31051,761,128473,Reject
105301,714,44802,Approve
106918,734,84771,Approve
108116,674,63899,Reject
86563,610,61972,Reject
74757,635,146995,Reject
107475,747,88642,Approve
81257,662,56704,Reject
30307,679,129298,Reject
86889,790,95194,Approve
98895,796,101876,Reject
65944,687,129484,Reject
68134,629,93997,Reject
57323,757,72958,Approve
101762,702,108469,Reject
117225,848,62491,Approve
55954,711,28495,Approve
85021,838,85181,Approve
119959,828,148284,Reject
109866,824,117827,Reject
100427,683,68112,Reject
34992,845,33097,Reject
31961,749,41532,Reject
42497,704,51110,Reject
62551,849,68543,Approve
106384,788,71084,Approve
85755,620,136728,Reject
43255,636,60702,Reject
34567,845,82348,Reject
78847,626,146901,Reject
78003,701,44717,Approve
50389,762,75941,Approve
74523,637,124079,Reject
91576,831,127304,Reject
73919,659,102867,Reject
112103,669,81295,Reject
33358,631,146292,Reject
118535,679,63252,Reject
106524,819,69917,Approve
35698,807,129419,Reject
96809,754,117167,Reject
85805,844,125476,Reject
61349,730,41399,Approve
106777,776,111050,Reject
80248,812,22496,Approve
105033,701,50985,Approve
74041,701,105482,Reject
61954,629,135950,Reject
38002,621,124697,Reject
99783,618,41434,Reject
117234,630,58178,Reject
49738,619,53310,Reject
40703,838,96407,Reject
79422,746,33390,Approve
113106,729,96682,Approve
91899,639,141352,Reject
42392,766,68577,Reject
74724,690,109643,Reject
62299,671,145811,Reject
45641,708,71933,Reject
109534,781,130735,Reject
36305,626,35479,Reject
48782,678,96719,Reject
108257,739,104532,Reject
107963,838,48224,Approve
50566,677,70351,Reject
97766,798,95845,Approve
36511,616,36173,Reject
56177,817,96408,Approve
34765,828,59800,Reject
50354,683,117482,Reject
53929,737,47424,Approve
58820,746,42707,Approve
59523,809,90224,Approve
101088,757,32854,Approve
96163,757,123090,Reject
107525,752,23681,Approve
43780,687,41613,Reject
36589,673,39879,Reject
64812,726,127160,Reject
75939,793,26078,Approve
81493,701,134166,Reject
70953,695,65461,Reject
95785,762,131577,Reject
49309,650,116892,Reject
84195,700,72314,Reject
55901,670,47941,Reject
53576,670,21416,Reject
61508,754,105028,Reject
104711,609,143396,Reject
55464,696,45425,Reject
90281,770,142517,Reject
46260,782,144781,Reject
65440,798,119211,Reject
86683,733,28507,Approve
71430,605,80587,Reject
31987,676,142261,Reject
55105,775,33573,Approve
108484,676,78851,Reject
43026,601,48698,Reject
98309,810,62478,Approve
75927,650,81494,Reject
105414,788,38318,Approve
87535,746,58719,Approve
72946,841,89880,Approve
86561,720,116528,Reject
40377,727,125730,Reject
83592,829,95529,Approve
37347,601,59102,Reject
63776,650,39006,Reject
33783,753,29048,Reject
85798,669,41949,Reject
34298,619,95604,Reject
100204,622,37909,Reject
116207,653,51335,Reject
85161,742,54184,Approve
90652,733,80823,Approve
64484,819,81215,Approve
50922,762,87330,Approve
64028,802,47641,Approve
50316,735,88256,Approve
106996,656,26826,Reject
46968,845,114316,Reject
60266,777,59563,Approve
54000,776,72828,Approve
44011,714,123380,Reject
32866,842,133766,Reject
35898,815,26369,Reject
48395,748,61312,Reject
69019,840,129727,Reject
34006,722,127923,Reject
64393,635,25826,Reject
40956,670,22192,Reject
80042,668,144657,Reject
36078,657,39920,Reject
59631,662,133554,Reject
92901,820,43683,Approve
99497,615,45692,Reject
71574,733,120624,Reject
61417,677,109791,Reject
118020,721,102453,Reject
113639,779,29409,Approve
95006,601,101065,Reject
69454,816,34795,Approve
31587,822,96716,Reject
84710,713,133674,Reject
116567,713,79572,Approve
105886,804,41735,Approve
48816,723,103899,Reject
115824,745,103996,Reject
59432,808,143411,Reject
78617,836,64036,Approve
102373,819,95672,Approve
64217,803,73387,Approve
50884,762,96827,Approve
35454,685,124545,Reject
104960,766,98085,Approve
73618,728,32021,Approve
113948,764,89650,Approve
92671,620,132651,Reject
77111,600,88120,Reject
69613,731,29740,Approve
115678,823,119792,Reject
89993,657,105579,Reject
38848,600,75554,Reject
108672,740,116279,Reject
96125,773,33319,Approve
116444,774,142735,Reject
91602,808,118531,Reject
102045,803,106391,Reject
72222,606,25242,Reject
79223,846,66169,Approve
95333,650,109543,Reject
82732,846,83711,Approve
79420,602,49407,Reject
105504,777,73504,Approve
32462,753,100386,Reject
39460,630,41312,Reject
39275,699,99630,Reject
43269,661,134481,Reject
95942,753,125619,Reject
102920,794,134050,Reject
52553,707,32988,Approve
54366,654,98734,Reject
74036,755,86234,Approve
47369,643,85973,Reject
41795,680,107739,Reject
100021,765,35995,Approve
98154,838,124484,Reject
60143,629,29876,Reject
59425,665,38537,Reject
118209,735,98438,Approve
105139,613,140726,Reject
35368,700,75160,Reject
34621,826,108295,Reject
88829,705,113026,Reject
90294,702,146097,Reject
44719,661,107056,Reject
59227,674,25278,Reject
37566,790,53727,Reject
42306,678,30031,Reject
83822,793,82745,Approve
54042,828,110389,Reject
45086,706,106140,Reject
47387,695,138444,Reject
57042,639,125891,Reject
119424,740,111455,Reject
81618,706,106690,Reject
48323,616,94442,Reject
48019,614,99834,Reject
105426,760,128001,Reject
70863,842,138609,Reject
40283,615,71866,Reject
48279,842,86883,Reject
76999,612,90544,Reject
92780,846,75237,Approve
52908,813,44553,Approve
91584,750,112554,Reject
80225,635,24868,Reject
67952,642,116441,Reject
67663,777,23960,Approve
91381,713,83953,Approve
77929,673,148056,Reject
39343,680,29944,Reject
106173,693,88041,Reject
69791,740,74248,Approve
59134,629,43759,Reject
77101,784,38121,Approve
99443,837,65129,Approve
87530,629,134147,Reject
76799,798,135796,Reject
34827,609,104599,Reject
92653,698,70189,Reject
43699,793,51559,Reject
35313,693,25760,Reject
43598,810,127407,Reject
58807,638,98617,Reject
100423,636,136784,Reject
99390,730,134089,Reject
75226,688,145893,Reject
89550,761,53126,Approve
110072,846,50961,Approve
33558,849,124257,Reject
105308,813,53844,Approve
80113,765,34088,Approve
82999,613,27236,Reject
85878,791,123975,Reject
66343,638,74967,Reject
88219,781,107684,Reject
65186,729,144983,Reject
66966,823,123278,Reject
63769,642,121831,Reject
83218,780,71454,Approve
49229,730,65060,Reject
105209,768,62564,Approve
57877,607,53843,Reject
88001,817,40432,Approve
68084,695,102248,Reject
111780,802,34433,Approve
46806,841,47808,Reject
118635,790,56245,Approve
67034,664,125428,Reject
70317,678,102922,Reject
85468,731,82222,Approve
49094,667,110688,Reject
87796,691,44902,Reject
40589,609,118198,Reject
87221,674,141074,Reject
31657,777,144407,Reject
69531,750,34702,Approve
82227,660,121125,Reject
33164,646,84211,Reject
113973,602,127961,Reject
71247,830,64185,Approve
49601,702,112393,Reject
80599,616,65707,Reject
101545,621,104300,Reject
34552,715,94222,Reject
39417,690,144018,Reject
88579,847,22416,Approve
98207,743,144236,Reject
102055,807,111265,Reject
108270,703,52671,Approve
33722,602,137937,Reject
100442,651,87678,Reject
70031,710,105308,Reject
109235,760,149930,Reject
51438,641,144004,Reject
88819,729,140003,Reject
73856,638,110913,Reject
63576,645,128538,Reject
71938,647,20207,Reject
79028,626,96382,Reject
89807,614,126968,Reject
79877,606,70790,Reject
73461,708,41511,Approve
70469,784,44711,Approve
113136,641,149633,Reject
50435,608,68014,Reject
114117,704,122660,Reject
44191,733,45746,Reject
114726,847,143337,Reject
57386,784,26024,Approve
61721,675,50392,Reject
84786,629,125909,Reject
43704,782,119740,Reject
86635,683,64531,Reject
32123,725,42759,Reject
92993,683,112260,Reject
110122,653,81586,Reject
55416,709,65772,Approve
31814,626,127002,Reject
108537,683,30797,Reject
80258,786,140935,Reject
46508,606,79727,Reject
115166,767,110557,Reject
108916,703,121085,Reject
65699,821,118747,Reject
76335,671,69269,Reject
76806,601,62500,Reject
107853,741,147904,Reject
93768,737,129266,Reject
65739,649,118870,Reject
64785,745,39986,Approve
61980,617,38320,Reject
119335,615,56951,Reject
115016,651,60694,Reject
31609,796,62612,Reject
96253,779,73723,Approve
115481,758,58569,Approve
58141,828,132100,Reject
60009,683,101557,Reject
36782,750,73542,Reject
55933,695,41199,Reject
107154,641,91036,Reject
38307,808,49666,Reject
105874,789,25402,Approve
68346,804,108907,Reject
80772,712,57549,Approve
102084,777,120990,Reject
70149,804,35515,Approve
116700,808,103123,Reject
57526,723,123360,Reject
115712,614,147910,Reject
98477,689,129433,Reject
35695,771,92593,Reject
69169,819,84598,Approve
77947,641,143285,Reject
77224,644,32099,Reject
75865,693,134159,Reject
55553,706,131882,Reject
90410,762,42097,Approve
54816,621,90719,Reject
85026,727,73366,Approve
80705,801,40463,Approve
91922,802,69094,Approve
103914,637,116596,Reject
31881,696,36696,Reject
69567,797,28354,Approve
77365,791,37912,Approve
109211,700,65348,Reject
100122,606,114897,Reject
55006,845,41880,Approve
71198,643,128061,Reject
52831,675,101296,Reject
46459,606,90304,Reject
62443,793,43951,Approve
72316,659,53166,Reject
94486,600,133548,Reject
35877,661,75782,Reject
69553,686,80930,Reject
34922,688,37431,Reject
34686,617,38326,Reject
62766,707,47706,Approve
109943,734,145676,Reject
62006,714,53007,Approve
61422,653,112470,Reject
42205,666,59232,Reject
116590,692,53439,Reject
53527,737,117760,Reject
48443,788,71771,Reject
46524,658,44303,Reject
58202,786,55229,Approve
95552,834,113505,Reject
76142,668,77745,Reject
91692,790,71258,Approve
112384,697,40532,Reject
50855,607,119391,Reject
113747,805,92312,Approve
90372,831,29334,Approve
55095,654,139069,Reject
68724,733,144945,Reject
79241,728,57892,Approve
82003,655,48484,Reject
98379,824,142247,Reject
45972,703,148904,Reject
52927,802,48831,Approve
96630,713,130455,Reject
82347,687,134829,Reject
118860,737,135084,Reject
116210,707,139825,Reject
99518,843,145507,Reject
75283,622,43665,Reject
111326,743,49205,Approve
42205,700,136243,Reject
119874,743,92590,Approve
42748,655,140582,Reject
51097,707,63468,Approve
33092,694,148609,Reject
83311,605,81725,Reject
52692,629,86564,Reject
53862,790,30368,Approve
109507,828,41435,Approve
110152,728,102590,Reject
100469,650,134426,Reject
34926,705,57362,Reject
33969,688,100147,Reject
65733,726,33394,Approve
99855,645,120159,Reject
71743,720,148117,Reject
69876,748,134623,Reject
50323,698,116284,Reject
46428,765,117260,Reject
64578,668,138117,Reject
116486,662,67753,Reject
94140,840,74428,Approve
113829,649,63038,Reject
36364,611,76138,Reject
65349,668,112118,Reject
30691,672,99133,Reject
96467,643,29880,Reject
75896,651,40815,Reject
87062,608,102489,Reject
109762,826,108376,Reject
43861,792,98422,Reject
118302,717,70298,Approve
93928,838,97502,Approve
113231,609,45440,Reject
71347,645,26514,Reject
33121,702,57668,Reject
113793,827,65369,Approve
58164,785,69179,Approve
55491,636,68069,Reject
89222,651,90885,Reject
53165,839,86565,Approve
33748,698,92152,Reject
56553,680,54764,Reject
90380,612,70493,Reject
74331,733,45824,Approve
69560,785,84544,Approve
83865,700,112248,Reject
76686,727,68461,Approve
105910,647,38471,Reject
34675,759,45256,Reject
96706,610,53142,Reject
107986,680,64329,Reject
106216,604,23045,Reject
40068,605,34728,Reject
84460,801,49713,Approve
76418,716,99374,Approve
56206,824,42659,Approve
30287,821,145217,Reject
52337,748,124253,Reject
50666,641,119109,Reject
31161,680,26352,Reject
68751,754,124774,Reject
112063,602,145919,Reject
119389,659,108566,Reject
44758,820,118582,Reject
95780,793,86941,Approve
33178,692,61747,Reject
61831,648,92686,Reject
32176,827,49623,Reject
63654,633,37716,Reject
56627,636,93601,Reject
82550,641,32564,Reject
74910,792,39531,Approve
88251,787,145225,Reject
65422,817,60760,Approve
41984,600,23449,Reject
119312,786,118736,Reject
91386,849,142714,Reject
113291,731,53777,Approve
37135,702,27279,Reject
30320,741,64809,Reject
51684,709,25191,Approve
85913,745,94044,Approve
118774,633,133684,Reject
51889,600,25307,Reject
78899,652,24216,Reject
40770,621,86901,Reject
69321,807,125100,Reject
115962,788,81743,Approve
71777,749,29127,Approve
76250,777,105438,Reject
103034,615,130283,Reject
70130,755,55536,Approve
111931,819,20495,Approve
79346,718,89128,Approve
32537,685,87768,Reject
114762,847,81362,Approve
45216,797,60816,Reject
114149,816,39319,Approve
33009,641,84295,Reject
119904,793,100203,Reject
59327,670,33000,Reject
44209,716,26719,Reject
78443,808,89981,Approve
45029,762,67941,Reject
97613,619,120671,Reject
109443,707,96312,Approve
86997,729,59323,Approve
92559,606,102825,Reject
94892,823,77320,Approve
100409,776,31419,Approve
38635,810,93436,Reject
63065,803,46403,Approve
63783,608,48298,Reject
64152,626,112692,Reject
88741,805,57365,Approve
81502,729,109573,Reject
59092,684,66233,Reject
47653,795,90545,Reject
70469,659,92771,Reject
116483,842,111627,Reject
89754,812,76360,Approve
59978,711,81966,Approve
117592,685,126262,Reject
73169,776,58056,Approve
78287,729,76965,Approve
84745,744,132618,Reject
35543,682,131302,Reject
86392,703,124440,Reject
51067,687,84237,Reject
81033,619,31195,Reject
75256,829,142991,Reject
