Income,CreditScore,LoanAmount,Decision
95357,530,124736,0
91368,639,5275,0
98356,790,26008,1
36211,348,65675,0
25842,752,63302,0
83115,615,135292,0
86852,621,105145,0
65968,386,25529,0
37508,773,20631,0
42005,581,84082,0
74575,373,101060,0
100742,752,76211,1
38971,346,147641,0
45599,395,114020,0
107592,330,54639,0
86914,833,60856,1
87055,316,45033,0
107697,511,69024,0
25355,534,16989,0
74120,691,111039,0
94619,653,43560,0
58342,604,102473,0
105992,849,15128,1
98860,839,29055,1
22257,808,33646,0
47364,694,109391,0
44972,730,79550,0
46654,476,138192,0
100769,705,8391,1
101423,600,146230,0
49320,744,46699,0
40808,426,18045,0
72389,648,114562,0
115690,320,63141,0
54773,719,11129,1
71168,451,96698,0
47747,459,43284,0
96396,779,53056,1
103692,742,105835,0
77505,395,146698,0
105896,651,59639,0
38135,374,99029,0
110887,658,23663,0
116035,432,101794,0
67377,699,12305,0
43554,438,26940,0
82491,545,49146,0
75621,590,18657,0
78283,411,126415,0
105140,469,5699,0
36923,539,78101,0
67591,636,12109,0
82261,437,79323,0
74336,535,55165,0
94083,302,70547,0
80948,415,15135,0
53002,771,25843,1
100098,430,5661,0
93016,782,124321,0
46672,700,14614,0
24213,500,71115,0
30293,591,118262,0
119977,641,107529,0
75860,515,84006,0
82507,665,83615,0
77134,768,20650,1
22100,717,18854,0
81997,326,75599,0
48172,754,94217,0
40132,313,49391,0
38199,397,85991,0
56609,578,23238,0
62965,789,23044,1
28016,506,110852,0
59779,532,141051,0
51881,538,104022,0
102594,549,66332,0
44472,605,21641,0
71813,762,124593,0
56021,535,117691,0
74131,590,47882,0
44087,338,69152,0
32828,482,45780,0
81610,329,63583,0
116664,687,53573,0
21401,442,32870,0
105179,718,93718,1
35193,373,124752,0
112389,354,84601,0
64864,323,136959,0
40307,321,114950,0
39611,727,71280,0
63791,331,94156,0
31950,638,26547,0
96240,814,72240,1
97403,811,62554,1
22745,369,74600,0
75243,387,56108,0
23866,518,15718,0
52245,569,9214,0
64724,377,95597,0
91354,309,122189,0
71374,767,82038,1
50116,635,108431,0
101029,485,117424,0
113574,845,132107,0
40447,420,133899,0
50431,573,15007,0
37908,709,44305,0
49336,657,123744,0
60992,397,54349,0
75350,540,32947,0
89561,413,50275,0
71955,786,141035,0
81240,540,127656,0
40093,455,52197,0
26155,651,101974,0
66607,343,67885,0
53487,611,129061,0
75668,437,139413,0
40963,735,118457,0
70124,442,12747,0
72870,598,105866,0
76547,561,86132,0
84110,811,68409,1
73554,361,88587,0
40936,722,76949,0
24426,695,89568,0
108839,330,76270,0
47606,629,46596,0
67832,468,35786,0
48151,565,127887,0
99303,607,88499,0
31308,758,28999,0
82522,484,69303,0
65671,633,34501,0
110306,814,107424,0
114108,740,40280,1
22204,690,34045,0
112769,553,29432,0
107265,634,31745,0
51131,699,125720,0
72428,465,100832,0
53870,559,113034,0
69067,303,119650,0
78585,418,64024,0
41607,769,141725,0
44968,769,74625,0
118934,792,30194,1
31908,799,127467,0
46423,369,48748,0
94707,669,126778,0
98257,480,56996,0
81215,304,107605,0
75835,496,136070,0
69429,346,50638,0
102152,439,85283,0
58458,839,32980,1
66169,726,75498,1
27659,609,71393,0
80614,573,70158,0
97240,838,98841,1
52793,689,122080,0
66473,758,131948,0
116762,660,68636,0
109388,368,110075,0
117618,730,7420,1
108330,331,147290,0
75751,812,8133,1
98915,481,65901,0
74254,547,104089,0
27006,596,70370,0
94218,329,45503,0
85344,601,129309,0
53840,775,86671,1
52430,651,55570,0
43091,781,104851,0
52983,616,50231,0
43989,696,87278,0
95451,388,52934,0
38990,533,6562,0
110270,467,23561,0
100360,425,136335,0
56081,419,127691,0
31033,727,11646,0
36241,489,102439,0
25939,727,81684,0
67562,501,119517,0
55063,358,96673,0
96721,522,84889,0
47045,791,57292,0
64769,310,30483,0
67118,811,99074,1
104703,609,76385,0
41625,333,98493,0
47076,639,125294,0
84805,780,18807,1
64605,392,80765,0
104565,432,51062,0
108509,718,30282,1
59121,767,104006,0
85101,743,124529,0
51433,329,118729,0
63309,597,19272,0
87468,360,58283,0
64254,757,58994,1
87293,603,93080,0
116258,639,84904,0
57853,747,141571,0
58405,601,89475,0
86652,839,16178,1
63527,784,8939,1
97227,376,124639,0
20492,814,123026,0
113418,848,120485,0
28811,391,101137,0
113344,765,86242,1
44272,765,111938,0
113935,339,104957,0
92010,628,145226,0
112492,584,62916,0
67153,365,116212,0
74110,408,17034,0
33979,714,100013,0
48328,391,136887,0
32867,667,134036,0
79234,722,44735,1
45851,539,55362,0
51279,734,57286,1
116063,511,87474,0
93402,699,110212,0
35449,825,83996,0
96221,767,82790,1
109080,469,16957,0
25451,509,12852,0
107178,555,71800,0
61316,372,28203,0
83064,446,15364,0
83761,639,67176,0
58870,616,43304,0
116566,453,30814,0
50873,554,21057,0
78627,650,85509,0
86155,846,23201,1
119186,611,54724,0
45372,433,48292,0
23642,428,129990,0
48001,735,99853,0
54064,579,54902,0
114826,657,124144,0
34122,551,124724,0
44820,434,40618,0
88431,822,35765,1
75745,618,30322,0
70081,379,147351,0
90902,490,85615,0
28711,752,29725,0
105132,643,78519,0
38793,329,126837,0
28199,713,27137,0
96253,667,17057,0
56191,801,26281,1
30211,320,116473,0
83069,848,110273,0
108896,545,142606,0
76746,582,64672,0
41542,531,111424,0
51312,615,113171,0
65242,635,119670,0
113783,710,130466,0
107893,544,31965,0
75388,686,41469,0
47691,657,88280,0
97960,321,147330,0
104388,318,114642,0
42601,586,68580,0
38020,575,8067,0
28155,371,97274,0
89119,664,39212,0
101051,634,148289,0
56777,498,10179,0
39710,316,28165,0
44532,517,141991,0
38601,446,60012,0
83227,509,86092,0
24967,713,83272,0
104289,629,84532,0
40022,651,95686,0
63463,462,134333,0
94671,400,27298,0
25722,626,18746,0
47413,626,26999,0
112772,454,106136,0
101050,309,35361,0
105867,652,116125,0
103596,482,144560,0
86732,754,43381,1
32297,305,11777,0
88323,632,148113,0
43816,632,18142,0
60695,557,96396,0
39702,510,145342,0
45242,350,128754,0
75841,744,8866,1
87712,676,149101,0
105663,785,114181,0
112764,350,130369,0
73574,453,104889,0
105744,609,7940,0
48482,698,99580,0
29171,433,69556,0
118932,519,117012,0
23696,462,27789,0
40058,801,149290,0
40313,414,22886,0
39149,798,22129,0
73521,771,137580,0
65740,448,82507,0
24956,540,134539,0
95731,422,145859,0
102612,368,132660,0
86641,362,45519,0
83811,315,139730,0
72160,689,28361,0
71313,557,93529,0
83232,516,122131,0
35417,778,149946,0
44729,413,45284,0
50099,679,24432,0
118134,536,74578,0
49961,775,91059,0
32602,428,140274,0
29256,809,50205,0
106120,464,12773,0
54681,576,22671,0
111328,556,13301,0
107440,431,133017,0
84789,556,58971,0
63361,440,56942,0
84503,508,79188,0
54540,818,87663,1
46536,350,23794,0
104700,802,98904,1
83043,558,51536,0
98532,477,79170,0
76575,842,6833,1
22871,655,38653,0
66002,617,8604,0
69812,663,141429,0
42626,354,33932,0
79979,455,66719,0
96057,343,70415,0
86668,841,69413,1
119003,621,90141,0
100070,313,133826,0
109390,656,111647,0
62998,782,126625,0
83814,658,6596,0
65607,617,118675,0
27812,374,35733,0
81844,493,113030,0
90093,662,14757,0
22179,395,145214,0
63798,339,89412,0
94601,696,30917,0
28275,406,102054,0
70574,316,127851,0
67857,826,43321,1
40700,798,86193,0
59464,824,80462,1
62351,342,70549,0
113330,649,95302,0
114319,329,142065,0
102534,740,127293,0
33869,841,74638,0
80315,754,6104,1
113688,393,40580,0
40954,594,43899,0
51555,848,109932,0
83353,388,67774,0
102190,802,118145,0
65026,513,111135,0
66976,721,87721,1
100578,825,119301,0
111502,491,58696,0
65095,523,11428,0
34270,686,86177,0
50908,773,146385,0
35523,502,9140,0
82433,746,7792,1
67068,367,73259,0
39991,391,92496,0
30775,477,107492,0
97801,302,32089,0
104995,402,5603,0
81250,572,12150,0
36673,833,118193,0
47056,415,61048,0
26614,763,27346,0
27415,403,86478,0
108691,558,73311,0
63884,607,139711,0
36964,666,95702,0
57726,601,131450,0
57044,326,71386,0
77149,807,54591,1
57544,826,78336,1
69976,664,126545,0
52252,597,77111,0
23832,660,48955,0
110811,803,99535,1
100437,329,133256,0
54148,738,35249,1
81240,639,26577,0
108454,425,120945,0
105076,665,49639,0
97116,742,37001,1
73459,562,23199,0
58402,521,105580,0
77727,301,71986,0
58578,693,102989,0
110453,605,108210,0
42318,445,76384,0
95715,829,135171,0
97787,827,49738,1
105029,607,92272,0
40466,639,86470,0
115742,651,84691,0
65475,508,44101,0
80142,504,98884,0
105160,314,64036,0
46564,727,21674,0
42412,775,28892,0
113526,597,121106,0
71001,393,124998,0
77649,406,92558,0
80957,718,65487,1
55517,577,23580,0
33156,427,136533,0
43064,758,119048,0
45711,337,127647,0
50106,497,140804,0
85458,656,87565,0
36589,306,66957,0
109272,631,37639,0
106511,818,50134,1
27214,493,80298,0
116117,615,54967,0
105731,300,13040,0
47127,361,129970,0
25141,642,42666,0
48884,317,139276,0
110421,670,38897,0
22708,534,51750,0
38375,368,48015,0
35088,746,23181,0
77615,307,123102,0
65046,761,23868,1
30014,610,93143,0
84425,433,29107,0
23273,684,22072,0
67135,355,50955,0
50881,659,133112,0
117022,413,98122,0
98077,387,33478,0
28712,437,92921,0
94704,407,126787,0
72874,799,35028,1
89087,834,35112,1
32297,443,60573,0
47128,355,122527,0
88368,305,57226,0
114019,841,41146,1
107599,746,130981,0
108499,684,49568,0
98958,606,99816,0
52920,601,85224,0
31156,704,19350,0
31108,809,109752,0
51845,372,39045,0
22800,564,125758,0
62712,526,126684,0
22610,492,134663,0
97603,673,12353,0
53872,309,13578,0
30728,601,78203,0
115102,658,5013,0
115319,351,61549,0
40583,398,123163,0
105774,312,54155,0
27263,689,98181,0
87450,656,139362,0
109285,310,132771,0
39456,380,66282,0
111118,560,132191,0
85942,305,63946,0
33689,757,74509,0
52934,672,32118,0
53276,780,31218,1
39873,521,31065,0
33050,380,93507,0
86216,814,50018,1
104444,359,101430,0
104040,520,86058,0
41644,648,116605,0
82021,527,115485,0
57125,589,24343,0
86899,592,55413,0
62291,492,132605,0
55060,773,22924,1
21538,556,112289,0
56176,805,69407,1
61520,687,37066,0
45675,697,68894,0
38287,665,127355,0
20174,589,129900,0
112268,608,84820,0
54998,577,133078,0
73312,763,99529,1
32112,488,58386,0
95225,477,78039,0
64814,827,147561,0
105091,674,83395,0
70719,753,16015,1
53919,516,89560,0
93155,341,149168,0
91569,493,30562,0
61328,626,84738,0
90482,672,30848,0
44618,764,53548,0
54675,462,62151,0
38919,575,146498,0
24173,663,148608,0
46400,779,117409,0
70445,759,85117,1
90305,564,53030,0
57564,838,12385,1
65814,685,61746,0
99747,384,27542,0
108791,615,120513,0
47962,542,58784,0
104892,768,15051,1
105842,641,61039,0
90533,476,112443,0
76184,429,96687,0
102912,382,136754,0
30578,659,132568,0
38624,387,51662,0
59194,831,26131,1
20389,770,137165,0
119303,797,84021,1
87391,806,15683,1
33794,653,90692,0
78002,715,141406,0
55531,350,120288,0
72815,362,113162,0
24986,388,106059,0
52298,489,79046,0
21481,647,61660,0
76408,837,47822,1
89267,475,29646,0
36835,663,59400,0
47798,782,70979,0
111649,418,53417,0
84887,468,68505,0
39477,446,76210,0
37266,736,108499,0
106328,738,137941,0
105988,488,58800,0
63526,459,47971,0
31889,701,5770,0
44335,317,92482,0
31254,439,55105,0
106610,414,6559,0
31442,627,97609,0
66289,524,57598,0
73747,738,98659,1
57327,849,11982,1
36199,685,103412,0
92827,820,124142,0
20112,552,14147,0
107051,397,143150,0
39581,370,90280,0
79722,746,90409,1
112036,389,70853,0
117562,729,103644,0
36523,518,88994,0
86960,406,128517,0
39552,775,50456,0
30808,753,27062,0
92525,843,50423,1
43620,425,113886,0
20887,446,134716,0
51802,579,125172,0
105024,323,82716,0
115549,419,149456,0
101938,596,17128,0
106741,381,17473,0
46049,747,7366,0
97789,769,32578,1
104526,722,20327,1
27846,844,107008,0
110563,323,131775,0
66220,360,116009,0
66163,383,82745,0
23765,524,17929,0
101486,485,146516,0
65270,674,144828,0
95277,371,139525,0
108278,373,52292,0
110239,640,31326,0
42931,452,94537,0
109116,395,19788,0
75633,744,6046,1
100702,409,142718,0
71913,757,56384,1
114776,350,64938,0
45991,676,58229,0
74845,372,86968,0
118505,511,105157,0
75312,731,130830,0
30561,467,116720,0
36901,630,76359,0
115556,793,103655,0
82875,442,29809,0
45917,744,62609,0
82120,693,128378,0
21988,811,14068,0
34256,627,69729,0
107728,558,31834,0
48230,736,74730,0
79778,648,96756,0
65833,814,84235,1
42625,748,56544,0
52088,698,73860,0
99650,513,48911,0
61167,845,44029,1
91291,588,130527,0
85303,558,6432,0
96361,557,5480,0
108229,687,127879,0
24117,844,73506,0
110265,564,120016,0
117718,612,57406,0
80710,339,79144,0
114426,509,121989,0
114876,571,5944,0
87054,435,39820,0
50949,359,146614,0
42547,809,78239,0
101882,814,64998,1
88136,314,48743,0
84619,554,18965,0
81842,834,25387,1
114803,534,39354,0
46990,430,54541,0
36193,316,8728,0
50109,484,63193,0
39233,690,94927,0
101730,722,30394,1
54510,741,123323,0
21306,311,82835,0
23849,819,142552,0
32360,379,52232,0
114767,601,89239,0
65800,515,81656,0
56963,547,43920,0
74330,840,89854,1
71707,571,96258,0
38689,432,73041,0
49084,304,85322,0
60387,841,78334,1
94816,440,69918,0
22642,782,110238,0
62137,604,145075,0
99832,644,19714,0
75561,569,120697,0
82260,407,98960,0
35438,773,8316,0
68442,381,25710,0
22994,383,123993,0
119575,589,112896,0
21813,370,22577,0
113027,474,143578,0
104381,762,62121,1
75276,694,145514,0
61243,390,63216,0
82912,768,7410,1
80272,733,31154,1
62051,548,79202,0
98854,540,68446,0
102736,795,26008,1
85618,639,93601,0
21920,770,100788,0
97219,762,68552,1
96872,574,12005,0
101132,314,123239,0
22093,340,117413,0
32905,507,58737,0
44351,359,36811,0
50981,664,123571,0
93903,539,102887,0
90821,459,79722,0
102289,696,30120,0
104021,799,75610,1
98513,508,145195,0
39874,432,134996,0
70931,680,117602,0
27674,732,91253,0
70516,688,52565,0
114574,731,110495,0
80686,573,110852,0
114851,650,24352,0
89212,433,36626,0
22426,365,101825,0
110009,504,138731,0
88498,597,136705,0
49943,416,20716,0
86395,566,96336,0
64816,448,22366,0
24138,493,90770,0
111176,478,25377,0
95945,447,118920,0
24017,764,104293,0
30451,304,72152,0
82956,825,101686,0
113863,579,13616,0
30278,798,145694,0
110480,735,88555,1
63764,515,50160,0
21134,814,44163,0
82943,436,108522,0
115667,579,84112,0
74318,431,75787,0
80128,692,99616,0
108056,780,20306,1
41869,812,32968,0
25039,718,83131,0
41281,501,30920,0
30442,761,127211,0
93788,501,103911,0
47586,451,75847,0
73053,521,13944,0
70489,378,139120,0
103104,499,42212,0
106346,398,21000,0
87087,512,93973,0
32625,442,30534,0
54397,688,104895,0
78671,673,149411,0
111785,351,105892,0
86897,434,85359,0
46149,710,17459,0
80030,769,76717,1
89906,411,148280,0
25283,824,58546,0
27610,343,122786,0
63326,696,83571,0
34924,560,141948,0
96162,844,72011,1
20869,687,132901,0
117088,775,94657,1
21014,709,35978,0
30103,315,108379,0
102522,401,63467,0
116007,485,16329,0
53458,324,33025,0
110605,371,108940,0
102409,317,146967,0
43248,631,145404,0
109160,396,111994,0
63516,311,9682,0
49061,310,106393,0
44170,462,107318,0
28024,582,5613,0
102214,540,87563,0
105947,344,116188,0
63803,554,48322,0
39296,366,119849,0
111829,341,15013,0
112708,683,66763,0
106664,533,106706,0
38257,784,146891,0
32855,338,41761,0
105178,310,59007,0
40025,708,136128,0
24458,407,124972,0
83610,393,31920,0
90843,383,67467,0
103961,357,68897,0
69831,592,124590,0
63427,315,149138,0
113809,776,138685,0
58506,464,24219,0
25668,736,95777,0
111470,702,141054,0
67195,685,110229,0
93233,437,57760,0
44417,830,61758,0
101982,592,53562,0
30751,774,66033,0
66218,761,96097,1
27352,672,94865,0
99052,461,132416,0
108835,343,69074,0
117493,382,139940,0
48927,838,126222,0
61094,818,144678,0
74122,710,44338,1
49493,640,82011,0
112247,388,114602,0
93539,529,40654,0
51707,317,101003,0
88814,580,59109,0
27296,721,115260,0
45398,637,119897,0
55842,565,121845,0
33261,654,121877,0
96709,659,128555,0
115985,516,93203,0
76704,620,118313,0
87173,511,62369,0
51781,502,114189,0
33652,452,106262,0
25103,728,91377,0
45500,586,142062,0
55529,620,121370,0
38452,735,83183,0
69393,795,23350,1
51174,448,139358,0
84450,841,55147,1
55436,781,104260,0
67406,625,5217,0
83059,328,58098,0
35954,558,105719,0
102722,374,93115,0
32356,797,104771,0
118499,715,50742,1
22187,639,24256,0
97243,607,21416,0
55098,540,24871,0
112471,552,95536,0
41225,519,8078,0
23606,696,99946,0
77620,635,121505,0
52828,328,82654,0
46489,793,82746,0
34387,801,85567,0
89463,453,104018,0
91832,530,56176,0
115980,401,49689,0
22591,476,44630,0
68516,531,71346,0
111683,311,15647,0
82061,485,105334,0
86736,565,83740,0
101257,434,11033,0
81753,330,111258,0
104774,755,141752,0
31087,558,143677,0
50816,403,42329,0
43408,730,126820,0
20136,681,139377,0
37413,768,59044,0
79500,812,145805,0
104514,506,13612,0
76358,746,115040,0
86197,388,9436,0
112789,494,110401,0
112420,713,78850,1
52854,421,124655,0
96240,761,46393,1
110063,415,21335,0
36322,495,27715,0
26968,335,133013,0
47518,366,9165,0
71925,580,132626,0
79848,778,123170,0
113422,310,122572,0
21700,621,56790,0
113782,539,101573,0
43199,359,22999,0
64589,464,20505,0
52115,488,27388,0
81934,786,107112,0
74316,391,51461,0
25520,588,117630,0
56455,808,103839,0
106465,374,44857,0
61605,727,84639,1
34955,684,135828,0
64049,352,87578,0
33917,474,53149,0
90293,773,19337,1
98581,660,134126,0
84925,569,32683,0
90269,706,68269,1
50954,423,77754,0
116671,675,112662,0
92617,691,84330,0
61458,481,113467,0
109037,335,121591,0
41113,511,141469,0
119977,433,115202,0
110226,790,128315,0
63939,737,73269,1
49345,345,124939,0
66313,700,27425,0
112365,787,44119,1
89166,731,135273,0
67861,727,119364,0
117406,816,38125,1
69298,761,143383,0
67221,480,115967,0
64942,444,86140,0
23453,564,21401,0
74935,705,142700,0
63370,783,118015,0
28328,781,55065,0
35534,536,122600,0
105280,824,96464,1
104925,638,37398,0
56320,567,73699,0
69170,565,26755,0
100201,827,112107,0
28640,391,96174,0
111057,547,95759,0
50049,318,146673,0
25618,689,9017,0
76053,687,37850,0
21920,394,105093,0
63937,729,51787,1
89724,336,144045,0
32207,692,107420,0
85774,590,34913,0
52972,602,18356,0
30799,700,116545,0
91088,643,108830,0
48916,817,56893,0
90463,676,26135,0
113500,464,127419,0
96700,312,148696,0
57158,324,25247,0
104607,422,20507,0
91696,428,123374,0
81510,846,133410,0
78692,608,70025,0
81744,735,118458,0
35810,481,92521,0
25126,342,40953,0
50009,703,63364,1
119120,562,61581,0
110932,369,65837,0
20192,591,22461,0
56413,513,113271,0
32816,446,18501,0
59082,324,16070,0
85048,622,105194,0
70940,408,137698,0
52130,550,69569,0
60142,781,44414,1
56468,474,33860,0
50698,646,121259,0
30655,469,123363,0
67897,301,129471,0
50075,661,64970,0
29359,595,59584,0
62056,501,69286,0
71831,588,75309,0
79191,361,42812,0
53272,801,99359,1
34671,425,147702,0
47048,348,47075,0
96274,478,124496,0
45963,792,146172,0
63954,732,34103,1
92309,601,133578,0
115430,468,39096,0
20717,568,107754,0
31676,663,82766,0
24434,399,16807,0
69810,514,61723,0
114636,396,39951,0
24994,847,20427,0
24234,636,5153,0
89300,658,59734,0
63949,589,68813,0
57405,695,71351,0
54872,659,137191,0
62215,646,71745,0
43185,423,68810,0
63442,837,104410,0
71759,721,32372,1
61153,635,132424,0
97535,802,108568,0
22581,356,83101,0
71717,375,32235,0
22763,765,71573,0
112910,584,73869,0
75480,685,114037,0
58759,558,105243,0
96067,776,20555,1
45307,310,23863,0
116371,559,131741,0
31064,692,102211,0
96848,668,119092,0
57548,483,126208,0
56945,315,10203,0
67937,805,66182,1
26476,385,107362,0
71756,309,111319,0
110101,776,37293,1
22382,463,128100,0
69683,323,127327,0
107999,611,92043,0
65276,537,73721,0
53402,761,22622,1
111881,761,141527,0
46946,537,142868,0
99698,321,63534,0
93933,479,132262,0
42335,798,27423,0
65095,774,32007,1
99930,638,98006,0
47197,830,118156,0
42010,461,101382,0
44123,360,121144,0
107923,384,87542,0
22890,846,125988,0
113305,789,140573,0
28026,304,133711,0
