Id,Location,Size,Price
5765,Seattle,1281,1481174
5766,Boston,3558,1270700
5767,New York,4572,334395
5768,Chicago,1146,529328
5769,New York,2781,1352403
5770,New York,4431,1181957
5771,Austin,652,685290
5772,Denver,2837,681202
5773,Austin,621,320738
5774,Denver,2139,893267
5775,Boston,4988,1198470
5776,Boston,805,931671
5777,Boston,1956,1174296
5778,Miami,3555,843420
5779,Seattle,1590,193945
5780,Denver,2037,1488996
5781,Boston,4605,1303431
5782,San Diego,3244,1089649
5783,New York,793,349089
5784,Boston,4071,1392228
5785,Austin,2360,100896
5786,Los Angeles,4593,835071
5787,Boston,918,222463
5788,Austin,3443,622380
5789,Chicago,2836,691079
5790,Seattle,2091,1160885
5791,Denver,4496,731157
5792,Dallas,4064,268890
5793,New York,4287,418440
5794,Boston,3315,1113721
5795,Denver,3070,411662
5796,Boston,2046,1404723
5797,Seattle,1391,842258
5798,Dallas,2185,900143
5799,Seattle,1590,172639
5800,Austin,4016,118868
5801,Chicago,1957,739439
5802,Dallas,973,1047577
5803,Miami,4962,673489
5804,Boston,4544,751292
5805,Los Angeles,2946,218149
5806,New York,1932,231479
5807,Chicago,2748,1002028
5808,San Diego,683,1173018
5809,Chicago,1728,274291
5810,Dallas,3639,1188328
5811,San Diego,4971,1069560
5812,Austin,3825,1062603
5813,Denver,878,734224
5814,Boston,4200,152901
5815,Chicago,2995,141479
5816,San Diego,616,186354
5817,Denver,2929,712749
5818,Boston,2701,1080481
5819,Chicago,1048,115865
5820,San Diego,4733,217379
5821,Dallas,4401,389671
5822,San Diego,1298,832216
5823,Seattle,2651,796211
5824,Boston,3089,1474382
5825,Seattle,3070,597458
5826,Los Angeles,2232,991129
5827,Dallas,1410,1011534
5828,Miami,4072,1045283
5829,Denver,3541,990919
5830,Austin,1479,968583
5831,Seattle,2028,293959
5832,Austin,3468,292861
5833,New York,3915,353938
5834,Miami,2325,600414
5835,Los Angeles,1303,322314
5836,Los Angeles,4325,1392152
5837,Seattle,3575,1184878
5838,San Diego,4068,808655
5839,Boston,1590,910597
5840,Seattle,2944,1398627
5841,Miami,4078,907644
5842,Chicago,3227,689223
5843,Boston,2732,1156677
5844,Dallas,2390,1360726
5845,New York,4599,1251879
5846,Dallas,953,480237
5847,Austin,3202,334183
5848,Los Angeles,4745,464254
5849,New York,693,300766
5850,Los Angeles,1017,760775
5851,Los Angeles,3060,610732
5852,Seattle,4050,529641
5853,Austin,3484,1472141
5854,Denver,4892,1088147
5855,San Diego,1820,920539
5856,San Diego,752,363353
5857,Seattle,1365,446668
5858,Los Angeles,4841,1459097
5859,New York,3644,917180
5860,Dallas,3669,1191604
5861,Chicago,1451,1326192
5862,New York,1285,336651
5863,Boston,2234,1171112
5864,Austin,4116,361314
5865,New York,2451,761406
5866,Denver,911,691874
5867,New York,4553,485956
5868,Denver,3771,354293
5869,Boston,898,1160074
5870,Miami,4909,623472
5871,Seattle,3225,202997
5872,Seattle,1484,214776
5873,Los Angeles,2218,1373814
5874,New York,2923,392461
5875,Austin,1454,411007
5876,Chicago,1049,113590
5877,Boston,4826,643368
5878,Seattle,1338,177681
5879,Austin,2131,1109494
5880,Chicago,4652,412013
5881,San Diego,3637,244492
5882,Dallas,3527,1346784
5883,Seattle,874,617175
5884,Austin,3996,302683
5885,New York,4673,1468536
5886,Chicago,1236,790854
5887,Los Angeles,1347,1451313
5888,Austin,1817,683517
5889,Chicago,3056,1082266
5890,Boston,4853,185709
5891,Miami,1309,1024751
5892,Los Angeles,1238,726834
5893,New York,3743,996638
5894,Miami,2613,671059
5895,Seattle,3292,607160
5896,Dallas,3526,972350
5897,Dallas,3394,1000997
5898,Los Angeles,2051,576311
5899,Denver,699,757015
5900,Denver,3600,1126673
5901,Austin,612,215474
5902,Austin,4530,217776
5903,San Diego,1892,103766
5904,New York,618,343570
5905,Los Angeles,3855,269795
5906,Miami,4440,729667
5907,Miami,2661,1302501
5908,New York,1511,1041629
5909,Austin,4830,571956
5910,Denver,3054,344117
5911,Miami,2394,895358
5912,Denver,4117,1122950
5913,Seattle,1715,348170
5914,Boston,1141,1162574
5915,Boston,3233,805010
5916,Denver,2303,735736
5917,Chicago,3082,1203021
5918,Dallas,2783,254376
5919,Dallas,1183,562763
5920,Los Angeles,4540,1488896
5921,Austin,3576,213615
5922,Dallas,4739,987065
5923,New York,623,215571
5924,Chicago,2794,860354
5925,Denver,3828,624449
5926,Austin,764,115812
5927,San Diego,3642,936569
5928,San Diego,3864,1335346
5929,New York,2480,1157650
5930,Denver,1611,630390
5931,Denver,1851,907173
5932,New York,4308,520802
5933,Los Angeles,4012,1465565
5934,Los Angeles,1916,979327
5935,Seattle,1803,887762
5936,Chicago,979,1472389
5937,Dallas,3579,908775
5938,Miami,4151,1283268
5939,Los Angeles,2667,186178
5940,Los Angeles,2872,489669
5941,Denver,4561,589593
5942,Boston,1157,248106
5943,Dallas,2084,203051
5944,Seattle,2206,158139
5945,Miami,3349,360218
5946,Los Angeles,4154,1243557
5947,Boston,4525,626375
5948,Denver,1222,1133135
5949,Denver,4062,453709
5950,New York,1223,1130767
5951,Boston,4142,1496809
5952,San Diego,3296,894668
5953,Miami,2937,324194
5954,Dallas,2232,762275
5955,New York,3309,1397189
5956,San Diego,1032,669174
5957,Chicago,2706,465288
5958,Denver,1943,249884
5959,Miami,3733,948450
5960,Denver,2208,458740
5961,Seattle,3893,270835
5962,San Diego,4874,879071
5963,Chicago,3535,1225241
5964,Dallas,2228,1015690
5965,New York,4791,1079785
5966,Denver,3366,649774
5967,Austin,2823,800784
5968,Seattle,4039,518160
5969,San Diego,3875,1306043
5970,Chicago,2616,734547
5971,Austin,1815,1166114
5972,Miami,4733,733552
5973,San Diego,2472,700619
5974,New York,950,1423843
5975,Miami,4907,1304396
5976,Austin,672,521359
5977,Boston,2235,863587
5978,Austin,837,1165616
5979,Dallas,1601,914246
5980,Los Angeles,1819,781949
5981,Denver,1333,1111088
5982,Los Angeles,1564,735695
5983,San Diego,1524,1294235
5984,Chicago,3444,1245116
5985,Denver,4078,130085
5986,Boston,2781,298501
5987,Seattle,1552,995500
5988,Dallas,821,625291
5989,Dallas,4448,821143
5990,Dallas,1882,1436255
5991,Boston,3549,710134
5992,Chicago,4432,1427584
5993,San Diego,4981,202866
5994,Los Angeles,861,490520
5995,New York,1404,1158979
5996,New York,1730,132387
5997,Boston,2680,837738
5998,Miami,1994,289374
5999,Los Angeles,1240,701511
6000,Los Angeles,4649,730357
6001,Miami,4580,175479
6002,Los Angeles,1223,985693
6003,Chicago,934,1113858
6004,Boston,1581,574655
6005,Los Angeles,4655,566263
6006,Boston,2503,785024
6007,Denver,3270,1091998
6008,Austin,2535,498643
6009,Miami,4677,529393
6010,Dallas,1144,1133620
6011,San Diego,2874,212852
6012,New York,4343,148483
6013,New York,4981,1496559
6014,Chicago,4037,1041411
6015,San Diego,700,157751
6016,Denver,1318,1104018
6017,Denver,1794,242461
6018,Chicago,2877,885265
6019,Boston,2509,685287
6020,Austin,4102,1048796
6021,San Diego,4732,1306313
6022,Los Angeles,1628,1034118
6023,Chicago,2964,514556
6024,Boston,971,1405885
6025,Dallas,3624,557477
6026,Denver,3473,551681
6027,Seattle,737,1499888
6028,Denver,780,207615
6029,Seattle,2697,1321669
6030,Los Angeles,935,372541
6031,Austin,1834,1100553
6032,San Diego,2719,1239242
6033,Austin,2465,663351
6034,Denver,2516,1214904
6035,New York,652,400699
6036,Dallas,1096,368158
6037,San Diego,2157,669982
6038,Seattle,1518,1193499
6039,Dallas,1625,658553
6040,Seattle,780,202938
6041,Los Angeles,3838,906981
6042,Boston,4407,1390602
6043,Denver,3651,869539
6044,San Diego,1277,299104
6045,New York,3846,999230
6046,Dallas,4838,849884
6047,Denver,4429,579353
6048,Los Angeles,4444,426109
6049,Austin,4492,1368672
6050,San Diego,4805,741541
6051,New York,893,786597
6052,Seattle,2023,333037
6053,Dallas,2212,438399
6054,San Diego,636,1431160
6055,Denver,1570,461577
6056,New York,1968,990585
6057,Miami,852,450149
6058,Chicago,3998,897309
6059,Austin,4349,445103
6060,Austin,2125,158137
6061,Los Angeles,3319,1326114
6062,New York,1253,410792
6063,Chicago,746,110929
6064,Los Angeles,2980,275807
6065,Denver,4267,383663
6066,San Diego,3350,1275785
6067,Boston,2378,1363125
6068,Austin,3761,690894
6069,Miami,3868,1257753
6070,Boston,3952,454166
6071,Seattle,2871,234728
6072,Denver,1690,1125663
6073,Denver,4022,961440
6074,New York,3087,966859
6075,Austin,4303,959099
6076,Miami,3140,809774
6077,Seattle,3432,667683
6078,Los Angeles,4254,1349026
6079,Denver,3526,1148697
6080,Miami,4872,569461
6081,Denver,4468,1188494
6082,New York,4408,249492
6083,Miami,2107,1373700
6084,Los Angeles,3354,989869
6085,Austin,3836,1139924
6086,Chicago,1641,1229783
6087,Denver,825,950711
6088,Chicago,1277,344182
6089,Miami,3616,1163523
6090,Chicago,4915,333784
6091,New York,2354,236063
6092,Austin,1964,367224
6093,Miami,891,303496
6094,Miami,913,119137
6095,Austin,3351,157760
6096,Miami,4476,277026
6097,Austin,1070,896976
6098,Denver,4471,144624
6099,Los Angeles,3813,1191975
6100,Los Angeles,787,1030946
6101,Dallas,960,1424748
6102,Los Angeles,2779,555356
6103,New York,2027,1141751
6104,Seattle,3302,1258431
6105,Austin,3308,883580
6106,Austin,1904,1499877
6107,Denver,4565,495293
6108,Denver,2601,356853
6109,Dallas,4789,553000
6110,Denver,2642,1320290
6111,Los Angeles,4905,849273
6112,Denver,4821,1068165
6113,Chicago,4415,1384313
6114,Los Angeles,1131,620460
6115,San Diego,4488,1370977
6116,Austin,4425,391816
6117,Seattle,2683,1482060
6118,Denver,1869,688585
6119,Chicago,4086,1007724
6120,Los Angeles,2048,413287
6121,Los Angeles,1804,1298894
6122,Boston,2048,279837
6123,Denver,1066,1420022
6124,Dallas,2737,1003348
6125,Boston,2025,322102
6126,Los Angeles,3137,1334872
6127,San Diego,1461,363962
6128,Denver,4878,420685
6129,Boston,4741,359390
6130,Seattle,4806,728799
6131,Boston,4627,513859
6132,Boston,4167,613046
6133,Chicago,2398,645707
6134,Miami,3905,531998
6135,Seattle,4481,1052660
6136,Boston,3579,1248533
6137,Los Angeles,1714,678347
6138,Chicago,2819,1211736
6139,Denver,2983,178758
6140,Dallas,3230,1454796
6141,Boston,1518,537176
6142,New York,1736,1499610
6143,San Diego,1338,704999
6144,New York,932,187081
6145,New York,2288,618296
6146,Boston,4134,579687
6147,Dallas,3189,379433
6148,New York,1547,1414520
6149,San Diego,1783,905047
6150,Boston,3657,1204291
6151,Los Angeles,2304,1289486
6152,San Diego,994,297966
6153,San Diego,3092,217971
6154,Chicago,1513,1026812
6155,Austin,4561,998412
6156,San Diego,4201,428932
6157,Boston,2129,527045
6158,Austin,871,597748
6159,Dallas,3994,186579
6160,Dallas,2065,1245235
6161,Chicago,4553,687798
6162,San Diego,1308,560803
6163,Miami,649,512870
6164,Miami,4594,785320
6165,Miami,1216,202195
6166,Boston,2423,128574
6167,Los Angeles,2896,311167
6168,Miami,3007,1189086
6169,Austin,1664,1261403
6170,Austin,3131,732118
6171,Los Angeles,3715,337143
6172,Boston,3716,1297157
6173,San Diego,4276,1188119
6174,San Diego,1070,1014248
6175,Seattle,3654,986455
6176,New York,2260,606695
6177,Boston,2076,292347
6178,Los Angeles,3785,897262
6179,Miami,4085,1295626
6180,New York,3620,1030789
6181,Chicago,3350,224976
6182,Chicago,826,1395327
6183,San Diego,1047,1149891
6184,Chicago,4060,1157655
6185,Chicago,1255,1149412
6186,Boston,668,257544
6187,Los Angeles,4440,1426501
6188,Los Angeles,718,355981
6189,Seattle,1227,508180
6190,Austin,1460,374625
6191,New York,3636,528896
6192,Miami,4441,1200675
6193,New York,1312,416416
6194,Austin,2369,850670
6195,Austin,1132,1021173
6196,Denver,720,168755
6197,Los Angeles,2837,1221728
6198,New York,3098,652382
6199,Miami,3099,596486
6200,Seattle,4869,367935
6201,New York,816,1194270
6202,Boston,4908,930715
6203,Seattle,2465,683235
6204,Dallas,1112,140745
6205,Dallas,3467,127966
6206,New York,4989,1490989
6207,New York,3828,937444
6208,Dallas,3390,747633
6209,Denver,922,786970
6210,Dallas,2915,367291
6211,Los Angeles,3016,634846
6212,New York,3046,680029
6213,Austin,1740,1228354
6214,Dallas,4951,839868
6215,Miami,4674,1144852
6216,Boston,1666,1436317
6217,Chicago,3541,1405504
6218,Chicago,1448,805526
6219,San Diego,1968,1350865
6220,Los Angeles,2379,1464360
6221,Chicago,4323,346628
6222,Boston,3122,572175
6223,Chicago,1222,255916
6224,San Diego,3957,279136
6225,Boston,3033,239465
6226,Denver,4808,1278861
6227,Miami,2169,714515
6228,New York,4904,825597
6229,Miami,4936,411409
6230,Los Angeles,3815,877076
6231,Los Angeles,874,838421
6232,Denver,981,960698
6233,Chicago,2048,690388
6234,Seattle,2475,862951
6235,Boston,2117,1376689
6236,Miami,2253,1164340
6237,Seattle,1264,1394744
6238,Denver,3860,426780
6239,Boston,4942,1399977
6240,Dallas,2864,1083950
6241,New York,4898,800783
6242,Dallas,3865,928349
6243,Miami,1795,1189819
6244,Austin,2931,797875
6245,San Diego,3739,1217069
6246,Denver,1805,875233
6247,Denver,3150,470131
6248,Denver,4678,365674
6249,Miami,1284,1033823
6250,Seattle,3865,1291021
6251,Denver,2750,191734
6252,New York,1139,476355
6253,Austin,4576,499557
6254,Chicago,1873,153668
6255,Miami,2744,1084571
6256,Austin,4968,286510
6257,Austin,2881,1063649
6258,Boston,1414,313626
6259,New York,1828,156715
6260,Chicago,3496,173217
6261,Austin,4596,744550
6262,Austin,2996,534774
6263,Boston,1029,424782
6264,Chicago,3377,984450
6265,Denver,2865,1229726
6266,Denver,1541,1329036
6267,Austin,3596,1333800
6268,Los Angeles,2858,168050
6269,Denver,620,106148
6270,Denver,3913,291003
6271,New York,1290,1145293
6272,New York,2558,676387
6273,Miami,1503,714149
6274,San Diego,4257,964292
6275,Los Angeles,4129,936382
6276,New York,694,1103691
6277,Denver,1978,1285850
6278,Boston,2281,501096
6279,Boston,4202,521360
6280,Miami,3265,1021480
6281,Dallas,2845,465629
6282,Dallas,4678,277212
6283,Denver,4460,223668
6284,San Diego,4848,228832
6285,Seattle,4317,1297468
6286,Boston,2850,1326260
6287,Dallas,2653,819979
6288,New York,1363,703707
6289,New York,1698,523491
6290,Austin,2990,364193
6291,Los Angeles,4408,272882
6292,Austin,615,1059522
6293,Los Angeles,1679,793599
6294,Los Angeles,1192,700800
6295,San Diego,3955,594309
6296,Seattle,4654,669326
6297,Chicago,4390,386539
6298,Dallas,3485,740040
6299,Seattle,1290,1407393
6300,Seattle,4105,1352700
6301,Seattle,802,495564
6302,Austin,2652,1171102
6303,Miami,1510,1252788
6304,San Diego,3658,1047585
6305,New York,1199,1272456
6306,Seattle,4079,1396829
6307,Dallas,3092,103701
6308,Dallas,3652,116703
6309,Boston,1700,1389025
6310,Miami,3416,202278
6311,Chicago,4103,1227246
6312,Denver,2044,322286
6313,San Diego,3818,1275669
6314,Miami,1783,776646
6315,Boston,3765,809483
6316,Chicago,2855,1088973
6317,Denver,4482,1393746
6318,Dallas,1196,742873
6319,New York,1415,1420058
6320,Miami,607,1198707
6321,Denver,1516,161053
6322,New York,1970,1151072
6323,Boston,2116,1294902
6324,San Diego,4253,883919
6325,San Diego,3359,902207
6326,Austin,1135,260078
6327,Austin,4622,424512
6328,Seattle,856,1113499
6329,Denver,2122,559732
6330,Austin,1332,943442
6331,Los Angeles,4294,534883
6332,Denver,2380,544351
6333,Los Angeles,2953,1016666
6334,Boston,3228,1324126
6335,Denver,1903,1420932
6336,Boston,2653,345228
6337,Dallas,1827,997814
6338,Seattle,4321,157985
6339,Austin,1217,1098844
6340,Denver,989,1319185
6341,New York,1903,1278813
6342,Los Angeles,4202,142897
6343,New York,1394,806677
6344,San Diego,3375,694447
6345,New York,3747,1242246
6346,Miami,1790,1477186
6347,Los Angeles,4825,298271
6348,Miami,3405,1327324
6349,Seattle,651,218592
6350,Boston,4812,165624
6351,Chicago,4356,186423
6352,Dallas,4098,117951
6353,Miami,743,808873
6354,Chicago,733,958954
6355,San Diego,892,162569
6356,Miami,2079,404455
6357,San Diego,3745,437501
6358,Denver,2512,816927
6359,San Diego,2181,1410404
6360,Chicago,695,586214
6361,San Diego,1481,1426784
6362,Seattle,2073,511449
6363,Austin,2787,1366493
6364,Boston,4597,266357
6365,Miami,2486,1372456
6366,Chicago,1817,1070578
6367,Dallas,1851,396764
6368,Los Angeles,4320,1176780
6369,Denver,4876,1156742
6370,Chicago,2582,995579
6371,Dallas,2411,953103
6372,Seattle,4624,1177653
6373,Chicago,2050,743808
6374,Los Angeles,2893,1457712
6375,Boston,3846,160652
6376,Austin,965,980669
6377,Los Angeles,4875,346789
6378,San Diego,2234,777635
6379,Boston,3807,1259960
6380,Miami,3742,482126
6381,Chicago,2213,546094
6382,San Diego,2743,554361
6383,New York,4960,758101
6384,Miami,4104,1461293
6385,New York,738,1042323
6386,Chicago,3147,1207274
6387,Miami,1021,1093200
6388,Chicago,2332,917821
6389,Dallas,2916,972491
6390,San Diego,3658,476855
6391,Denver,1927,550598
6392,Miami,3421,571051
6393,Dallas,3329,967211
6394,Seattle,1727,917950
6395,San Diego,2193,1124534
6396,San Diego,1058,929667
6397,Chicago,4200,387942
6398,Los Angeles,2882,175791
6399,Miami,4297,215081
6400,Denver,2336,497601
6401,San Diego,4766,1166177
6402,Seattle,4051,202822
6403,Chicago,2001,861399
6404,Chicago,2008,757063
6405,Denver,1734,476681
6406,Miami,4500,1048299
6407,San Diego,3989,822024
6408,Los Angeles,3725,1417506
6409,Boston,1946,1314707
6410,Seattle,3497,128998
6411,Miami,4472,1247901
6412,San Diego,2924,1277874
6413,Boston,2518,523243
6414,Dallas,4263,742802
6415,Boston,3520,105428
6416,San Diego,1835,1356788
6417,Seattle,4389,559585
6418,San Diego,4500,546762
6419,Chicago,2405,1170355
6420,Los Angeles,3122,1072225
6421,Miami,1250,369526
6422,Denver,3844,963349
6423,Seattle,1625,686141
6424,Chicago,3591,208308
6425,Dallas,1496,893564
6426,Austin,1592,1127274
6427,Austin,4889,593266
6428,New York,4861,236693
6429,Miami,4679,359744
6430,Austin,2198,189601
6431,Miami,4037,1017387
6432,Austin,1966,971332
6433,Dallas,677,189976
6434,Dallas,3711,203262
6435,Austin,1561,931041
6436,Dallas,1228,595412
6437,Miami,839,647366
6438,New York,4008,909870
6439,Dallas,1361,261525
6440,Chicago,4910,1214419
6441,New York,2731,1263327
6442,Miami,3878,1227450
6443,Austin,3143,912351
6444,Los Angeles,3242,270788
6445,Chicago,838,1491075
6446,New York,4615,1376897
6447,Seattle,2055,865096
6448,Dallas,3725,1467561
6449,San Diego,2566,416167
6450,Chicago,4381,1285442
6451,New York,4654,355492
6452,Chicago,3471,964955
6453,Dallas,1586,1095177
6454,Denver,4438,980525
6455,New York,3945,1122183
6456,Boston,1180,1307947
6457,New York,3162,652784
6458,Seattle,2409,1447527
6459,Boston,1332,1286520
6460,Boston,3959,979357
6461,Seattle,4367,576805
6462,Dallas,1467,484488
6463,San Diego,605,704058
6464,New York,1704,1354390
6465,Chicago,1807,1034030
6466,Los Angeles,1344,845174
6467,Seattle,4806,670371
6468,Seattle,1822,201385
6469,Los Angeles,669,403299
6470,Los Angeles,3573,1288974
6471,Dallas,1090,1149242
6472,Seattle,2862,1325521
6473,Boston,4436,942734
6474,Miami,3158,1394578
6475,San Diego,2815,412099
6476,Boston,2672,1078971
6477,Denver,2755,183112
6478,Seattle,1499,1485152
6479,Los Angeles,2856,145012
6480,San Diego,2764,331264
6481,Boston,1007,1011251
6482,Dallas,768,1091263
6483,Los Angeles,624,124188
6484,Denver,4362,649144
6485,Boston,3713,1106605
6486,Miami,2413,1215527
6487,Austin,1657,796401
6488,Seattle,4696,1490119
6489,Los Angeles,4017,523441
6490,Austin,4370,210979
6491,Austin,4315,1396969
6492,Boston,3731,1006264
6493,Seattle,3407,650240
6494,San Diego,4514,828459
6495,San Diego,1682,1015766
6496,New York,3843,523557
6497,Dallas,4139,1483670
6498,Seattle,1729,715796
6499,Los Angeles,783,459906
6500,Denver,2028,554791
6501,Boston,1243,507964
6502,Dallas,4113,139872
6503,Chicago,4948,296037
6504,Boston,2069,1176260
6505,Boston,2586,1384857
6506,Chicago,1826,122684
6507,Los Angeles,4631,1289326
6508,San Diego,2296,994340
6509,Denver,2494,997929
6510,Austin,3022,920702
6511,San Diego,2926,417873
6512,Los Angeles,3950,1390105
6513,Seattle,1182,862664
6514,Seattle,1667,911938
6515,San Diego,2550,1355866
6516,Dallas,3105,911919
6517,Denver,2823,926188
6518,Miami,2773,485350
6519,Los Angeles,2344,389712
6520,Boston,1639,1087980
6521,Los Angeles,4246,743454
6522,Austin,3669,663775
6523,Seattle,865,223559
6524,Seattle,1916,1466278
6525,Seattle,2651,1228252
6526,Chicago,2909,1467918
6527,Denver,2053,235367
6528,Seattle,1087,652089
6529,Dallas,4353,695160
6530,Los Angeles,2441,623424
6531,San Diego,1715,1486944
6532,Miami,2260,410577
